企业名称,客户,销售占比,销售金额,报告期,数据来源,关联关系
恒宇信通航空装备（北京）股份有限公司,西安秦岳胜昱置业有限公司,-,115.08万元,2024-04-25,年报,-
恒宇信通航空装备（北京）股份有限公司,北京航空航天大学自动化科学与电气工程学院,-,-,2023-09-05,招投标公告,-
恒宇信通航空装备（北京）股份有限公司,中国电子科技集团有限公司第五十四研究所,-,-,2023-05-16,招投标公告,-
恒宇信通航空装备（北京）股份有限公司,四川航浩科技有限公司西安分公司,-,87.42万元,2023-04-27,年报,-
恒宇信通航空装备（北京）股份有限公司,昌河飞机工业（集团）有限责任公司,-,-,2023-02-13,招投标公告,-
恒宇信通航空装备（北京）股份有限公司,哈尔滨飞机工业集团有限责任公司,-,1385.98万元,2022-10-11,招投标公告,-
恒宇信通航空装备（北京）股份有限公司,中国直升机设计研究所,-,-,2022-07-13,招投标公告,-
恒宇信通航空装备（北京）股份有限公司,北京新兴东方航空装备股份有限公司,13.71%,1081.20万元,2018-08-07,客户公告,-
凯撒（中国）文化股份有限公司,四川成邛雅高速公路有限责任公司,-,-,2024-10-25,招投标公告,-
凯撒（中国）文化股份有限公司,广东烟草阳江市,-,-,2024-06-24,招投标公告,-
凯撒（中国）文化股份有限公司,国网四川电力送变电建设有限公司,-,-,2023-10-19,招投标公告,-
凯撒（中国）文化股份有限公司,泸州产业发展投资集团有限公司,-,-,2022-12-15,招投标公告,-
凯撒（中国）文化股份有限公司,中国电信股份有限公司甘孜县分公司,-,-,2022-08-25,招投标公告,-
凯撒（中国）文化股份有限公司,广东烟草阳江市有限责任公司,-,-,2021-11-16,招投标公告,-
凯撒（中国）文化股份有限公司,广东澄海农村商业银行股份有限公司,-,0.29万元,2021-09-28,招投标公告,-
凯撒（中国）文化股份有限公司,夹江县农村信用合作联社,-,149.98万元,2021-06-22,招投标公告,-
凯撒（中国）文化股份有限公司,广元市政务服务和公共资源交易中心,-,-,2020-09-04,招投标公告,-
凯撒（中国）文化股份有限公司,浙江东阳柏言影视文化有限公司,-,-,2020-09-03,司法数据,-
凯撒（中国）文化股份有限公司,中信银行股份有限公司广州分行,-,-,2019-12-04,招投标公告,-
凯撒（中国）文化股份有限公司,云南电网有限责任公司,-,-,2019-05-10,招投标公告,-
凯撒（中国）文化股份有限公司,上海天戏互娱网络技术有限公司,7.19%,5350.79万元,2019-04-27,客户公告,-
凯撒（中国）文化股份有限公司,华为软件技术有限公司,13.87%,10327.71万元,2019-04-27,客户公告,-
凯撒（中国）文化股份有限公司,广州祥泰投资合伙企业（有限合伙）,9.82%,7314.64万元,2019-04-27,年报,-
凯撒（中国）文化股份有限公司,广州萌友网络科技有限公司,4.98%,3709.26万元,2019-04-27,客户公告,-
凯撒（中国）文化股份有限公司,蘋果有限公司,10.74%,8000.99万元,2019-04-27,客户公告,-
凯撒（中国）文化股份有限公司,南充农村商业银行股份有限公司,-,454.00万元,2019-01-30,招投标公告,-
凯撒（中国）文化股份有限公司,广东南方电信规划咨询设计院有限公司,-,218.73万元,2019-01-22,招投标公告,-
凯撒（中国）文化股份有限公司,广州市自来水有限公司,-,-,2018-11-09,招投标公告,-
凯撒（中国）文化股份有限公司,成都卓星科技有限公司,6.19%,4359.71万元,2018-04-24,年报,-
凯撒（中国）文化股份有限公司,深圳市椰子互娱网络技术有限公司,13.40%,9433.96万元,2018-04-24,年报,-
凯撒（中国）文化股份有限公司,珠海红塔仁恒包装股份有限公司,-,249.33万元,2018-04-11,招投标公告,-
凯撒（中国）文化股份有限公司,广东烟草佛山市有限责任公司,-,235.88万元,2017-12-05,招投标公告,-
凯撒（中国）文化股份有限公司,红云红河烟草（集团）有限责任公司,-,-,2017-10-31,招投标公告,-
凯撒（中国）文化股份有限公司,广东烟草广州市有限公司,-,-,2017-10-24,招投标公告,-
凯撒（中国）文化股份有限公司,广东烟草茂名市有限责任公司,-,-,2017-10-18,招投标公告,-
凯撒（中国）文化股份有限公司,上海天馨网络技术有限公司,4.89%,2540.57万元,2017-04-27,年报,-
凯撒（中国）文化股份有限公司,上海纵游网络技术有限公司,4.90%,2548.12万元,2017-04-27,年报,-
凯撒（中国）文化股份有限公司,北京世界星辉科技有限责任公司,4.75%,2467.69万元,2017-04-27,年报,-
凯撒（中国）文化股份有限公司,广州小朋网络科技有限公司,4.46%,2319.70万元,2017-04-27,年报,-
凯撒（中国）文化股份有限公司,美孚皮草有限公司,3.13%,1981.12万元,2016-04-30,年报,-
凯撒（中国）文化股份有限公司,GUANG ZHOU SHUN HENG IMPORT EXPORT TRADE CO，LTD,2.76%,1744.18万元,2016-04-30,年报,-
凯撒（中国）文化股份有限公司,汕头市昇港服饰有限公司,2.40%,1520.93万元,2016-04-30,年报,-
凯撒（中国）文化股份有限公司,广东烟草江门市有限公司,-,-,2014-12-08,招投标公告,-
凯撒（中国）文化股份有限公司,中国烟草总公司广东省公司,-,-,2014-06-27,招投标公告,-
凯撒（中国）文化股份有限公司,广东烟草清远市有限公司,-,-,2013-12-23,招投标公告,-
凯撒（中国）文化股份有限公司,泸州市恒达农业科技发展有限公司,-,21.40万元,2013-08-26,招投标公告,-
凯撒（中国）文化股份有限公司,汕头市凯撒商贸有限公司,4.18%,2223.90万元,2013-02-28,年报,-
凯撒（中国）文化股份有限公司,汕头市凯成贸易有限公司,2.83%,1505.79万元,2013-02-28,年报,-
凯撒（中国）文化股份有限公司,中国工商银行股份有限公司云南省分行,2.79%,1485.96万元,2013-02-28,年报,-
凯撒（中国）文化股份有限公司,广州市卡尔琳商贸有限公司,1.65%,877.37万元,2013-02-28,年报,-
凯撒（中国）文化股份有限公司,金鹰国际商贸集团（中国）有限公司,1.47%,784.07万元,2013-02-28,年报,-
凯撒（中国）文化股份有限公司,广州供电局有限公司,-,-,2012-09-29,招投标公告,-
凯撒（中国）文化股份有限公司,广州市展成贸易有限公司,1.47%,356.17万元,2012-07-31,年报,-
凯撒（中国）文化股份有限公司,重庆凯撒商贸有限公司,2.24%,925.92万元,2012-03-29,年报,非关联
凯撒（中国）文化股份有限公司,海南生生百货商场,1.69%,697.13万元,2012-03-29,年报,非关联
凯撒（中国）文化股份有限公司,长兴（广东）服饰有限公司,2.85%,1070.18万元,2011-02-28,年报,非关联方
凯撒（中国）文化股份有限公司,萬利行貿易有限公司,2.55%,957.53万元,2011-02-28,年报,非关联方
国投智能（厦门）信息股份有限公司,东莞市公安局,-,1482.51万元,2025-07-02,招投标公告,-
国投智能（厦门）信息股份有限公司,内蒙古自治区消防救援总队,-,-,2025-06-24,招投标公告,-
国投智能（厦门）信息股份有限公司,国家知识产权局商标局,-,-,2025-06-23,招投标公告,-
国投智能（厦门）信息股份有限公司,英吉沙县公安局,-,6.30万元,2025-06-17,招投标公告,-
国投智能（厦门）信息股份有限公司,中华人民共和国南宁海关,-,23.30万元,2025-06-13,招投标公告,-
国投智能（厦门）信息股份有限公司,新疆喀什地区英吉沙县公安局,-,6.30万元,2025-06-09,招投标公告,-
国投智能（厦门）信息股份有限公司,尼勒克县公安局,-,9.00万元,2025-05-26,招投标公告,-
国投智能（厦门）信息股份有限公司,上海锐英科技股份有限公司,28.25%,452.61万元,2025-04-30,客户公告,否
国投智能（厦门）信息股份有限公司,云从科技集团股份有限公司,3.13%,786.86万元,2025-04-30,客户公告,否
国投智能（厦门）信息股份有限公司,浙江安正科技股份有限公司,5.75%,48.72万元,2025-04-29,客户公告,否
国投智能（厦门）信息股份有限公司,乌鲁木齐县公安局,-,4.00万元,2025-04-28,招投标公告,-
国投智能（厦门）信息股份有限公司,中山市公安局,-,-,2025-04-10,招投标公告,-
国投智能（厦门）信息股份有限公司,中国电力工程顾问集团西南电力设计院有限公司,-,-,2025-04-09,招投标公告,-
国投智能（厦门）信息股份有限公司,中共甘肃省委网络安全和信息化委员会办公室（甘肃省互联网信息办公室）,-,-,2025-04-09,招投标公告,-
国投智能（厦门）信息股份有限公司,厦门华夏国际电力发展有限公司,-,-,2025-02-27,招投标公告,-
国投智能（厦门）信息股份有限公司,国投云网数字科技有限公司,-,-,2025-01-16,招投标公告,-
国投智能（厦门）信息股份有限公司,河北大学,-,61.95万元,2025-01-04,招投标公告,-
国投智能（厦门）信息股份有限公司,中华人民共和国大连海关,-,-,2024-12-31,招投标公告,-
国投智能（厦门）信息股份有限公司,新疆伊宁市公安局,-,8.00万元,2024-12-27,招投标公告,-
国投智能（厦门）信息股份有限公司,天津市公安局网络安全保卫总队（天津市网络与信息安全信息通报中心）,-,-,2024-12-26,招投标公告,-
国投智能（厦门）信息股份有限公司,额敏县公安局,-,0.70万元,2024-12-25,招投标公告,-
国投智能（厦门）信息股份有限公司,青岛海关缉私局,-,-,2024-12-23,招投标公告,-
国投智能（厦门）信息股份有限公司,中华人民共和国宁波海关缉私局,-,-,2024-12-20,招投标公告,-
国投智能（厦门）信息股份有限公司,银川海关缉私局,-,-,2024-12-20,招投标公告,-
国投智能（厦门）信息股份有限公司,中共福建省委网络安全和信息化委员会办公室（福建省互联网信息办公室）,-,-,2024-12-15,招投标公告,-
国投智能（厦门）信息股份有限公司,博乐市公安局,-,2.00万元,2024-12-03,招投标公告,-
国投智能（厦门）信息股份有限公司,昭苏县公安局,-,3.00万元,2024-11-18,招投标公告,-
国投智能（厦门）信息股份有限公司,中国共产党康乐县委员会政法委员会,-,20.00万元,2024-11-12,招投标公告,-
国投智能（厦门）信息股份有限公司,新源县公安局,-,3.00万元,2024-11-12,招投标公告,-
国投智能（厦门）信息股份有限公司,乌鲁木齐市公安局刑事侦查支队,-,8.00万元,2024-11-01,招投标公告,-
国投智能（厦门）信息股份有限公司,中国烟草总公司广西壮族自治区公司,-,25.00万元,2024-10-25,招投标公告,-
国投智能（厦门）信息股份有限公司,厦门市工业和信息化局,-,-,2024-10-25,招投标公告,-
国投智能（厦门）信息股份有限公司,乌鲁木齐市公安局高新技术产业开发区（新市区）分局,-,2.00万元,2024-10-21,招投标公告,-
国投智能（厦门）信息股份有限公司,平塘县公安局,-,-,2024-10-12,招投标公告,-
国投智能（厦门）信息股份有限公司,阿合奇县公安局,-,2.00万元,2024-09-26,招投标公告,-
国投智能（厦门）信息股份有限公司,黑龙江省公安厅垦区公安局,-,-,2024-09-14,招投标公告,-
国投智能（厦门）信息股份有限公司,雅砻江流域水电开发有限公司,-,-,2024-09-09,招投标公告,-
国投智能（厦门）信息股份有限公司,长沙市公安局网络安全保卫与技术侦察支队,-,-,2024-09-09,招投标公告,-
国投智能（厦门）信息股份有限公司,宁县公安局交通警察大队,-,-,2024-09-04,招投标公告,-
国投智能（厦门）信息股份有限公司,罗甸县应急管理局,-,-,2024-08-28,招投标公告,-
国投智能（厦门）信息股份有限公司,泸州市保密科技测评中心,-,-,2024-08-23,招投标公告,-
国投智能（厦门）信息股份有限公司,西藏自治区市场监督管理局（知识产权局）,-,1150.00万元,2024-08-02,招投标公告,-
国投智能（厦门）信息股份有限公司,中国共产党厦门市同安区委员会政法委员会,-,-,2024-07-25,招投标公告,-
国投智能（厦门）信息股份有限公司,乌鲁木齐市公安局钢城分局,-,3.00万元,2024-07-15,招投标公告,-
国投智能（厦门）信息股份有限公司,重庆市公安局,-,-,2024-06-25,招投标公告,-
国投智能（厦门）信息股份有限公司,中华人民共和国乌鲁木齐出入境边防检查站,-,2.00万元,2024-05-30,招投标公告,-
国投智能（厦门）信息股份有限公司,衡东县公安局,-,2.00万元,2024-05-28,招投标公告,-
国投智能（厦门）信息股份有限公司,长沙市公安局天心分局,-,6.50万元,2024-05-23,招投标公告,-
国投智能（厦门）信息股份有限公司,株洲市公安局,-,0.70万元,2024-05-21,招投标公告,-
国投智能（厦门）信息股份有限公司,浮山县公安局,-,-,2024-05-13,招投标公告,-
国投智能（厦门）信息股份有限公司,湘乡市公安局,-,2.00万元,2024-04-25,招投标公告,-
国投智能（厦门）信息股份有限公司,厦门市公安局,-,-,2024-04-24,招投标公告,-
国投智能（厦门）信息股份有限公司,厦门市应急管理局,-,62.00万元,2024-04-15,招投标公告,-
国投智能（厦门）信息股份有限公司,国投内蒙古新能源发展有限公司,-,-,2024-04-11,招投标公告,-
国投智能（厦门）信息股份有限公司,荆州市公安局,-,-,2024-04-10,招投标公告,-
国投智能（厦门）信息股份有限公司,武平县人民政府办公室,-,625.00万元,2024-03-07,招投标公告,-
国投智能（厦门）信息股份有限公司,宣恩县公安局,-,-,2024-02-28,招投标公告,-
国投智能（厦门）信息股份有限公司,合肥市消防救援支队本级,-,-,2024-02-28,招投标公告,-
国投智能（厦门）信息股份有限公司,中国铁路西安局集团有限公司,-,76.78万元,2024-02-19,招投标公告,-
国投智能（厦门）信息股份有限公司,昆明市公安局,-,850.00万元,2024-01-26,招投标公告,-
国投智能（厦门）信息股份有限公司,长海县公安局,-,-,2024-01-23,招投标公告,-
国投智能（厦门）信息股份有限公司,怀来县公安局,-,-,2024-01-15,招投标公告,-
国投智能（厦门）信息股份有限公司,宁县乡村振兴局,-,-,2023-12-20,招投标公告,-
国投智能（厦门）信息股份有限公司,电建水电开发公司,-,-,2023-12-15,招投标公告,-
国投智能（厦门）信息股份有限公司,山西警察学院,-,471.55万元,2023-12-14,招投标公告,-
国投智能（厦门）信息股份有限公司,中国共产党合水县委员会政法委员会,-,-,2023-12-11,招投标公告,-
国投智能（厦门）信息股份有限公司,广东省公安厅,-,-,2023-12-11,招投标公告,-
国投智能（厦门）信息股份有限公司,黄冈市公安局,-,-,2023-12-11,招投标公告,-
国投智能（厦门）信息股份有限公司,阿坝县公安局,-,-,2023-12-05,招投标公告,-
国投智能（厦门）信息股份有限公司,上海市消防救援总队本级,-,-,2023-11-29,招投标公告,-
国投智能（厦门）信息股份有限公司,最高人民检察院检察技术信息研究中心,-,-,2023-11-27,招投标公告,-
国投智能（厦门）信息股份有限公司,吉林市公安局,-,243.74万元,2023-11-24,招投标公告,-
国投智能（厦门）信息股份有限公司,合肥市消防救援支队（合肥市消防救援局）,-,-,2023-11-24,招投标公告,-
国投智能（厦门）信息股份有限公司,新疆维吾尔自治区烟草公司乌鲁木齐市公司,-,-,2023-11-20,招投标公告,-
国投智能（厦门）信息股份有限公司,云南省楚雄彝族自治州公安局,-,-,2023-10-25,招投标公告,-
国投智能（厦门）信息股份有限公司,福建省烟草公司泉州市公司,-,-,2023-10-17,招投标公告,-
国投智能（厦门）信息股份有限公司,晋江智信大数据科技有限公司,-,-,2023-09-27,招投标公告,-
国投智能（厦门）信息股份有限公司,中华人民共和国黄埔海关,-,-,2023-09-26,招投标公告,-
国投智能（厦门）信息股份有限公司,荆州市公安局沙市区分局,-,-,2023-09-09,招投标公告,-
国投智能（厦门）信息股份有限公司,西藏警官高等专科学校（西藏政法系统教育培训基地）,-,-,2023-08-29,招投标公告,-
国投智能（厦门）信息股份有限公司,三明市公安局三元分局,-,-,2023-08-29,招投标公告,-
国投智能（厦门）信息股份有限公司,临湘市公安局,-,2.00万元,2023-08-28,招投标公告,-
国投智能（厦门）信息股份有限公司,溆浦县公安局,-,2.00万元,2023-08-25,招投标公告,-
国投智能（厦门）信息股份有限公司,江西省公安厅装备财务部,-,-,2023-08-16,招投标公告,-
国投智能（厦门）信息股份有限公司,山东警察学院,-,-,2023-08-11,招投标公告,-
国投智能（厦门）信息股份有限公司,东海县公安局,-,322.31万元,2023-08-11,招投标公告,-
国投智能（厦门）信息股份有限公司,江苏省市场监督管理局,-,-,2023-08-04,招投标公告,-
国投智能（厦门）信息股份有限公司,厦门市消防救援支队,-,-,2023-07-31,招投标公告,-
国投智能（厦门）信息股份有限公司,北京市公安局门头沟分局,-,59.00万元,2023-07-19,招投标公告,-
国投智能（厦门）信息股份有限公司,定边县昂立光伏科技有限公司,-,-,2023-07-17,招投标公告,-
国投智能（厦门）信息股份有限公司,北京警察学院,-,-,2023-07-13,招投标公告,-
国投智能（厦门）信息股份有限公司,辽源市公安局,-,278.85万元,2023-07-12,招投标公告,-
国投智能（厦门）信息股份有限公司,罗甸县公安局,-,-,2023-07-03,招投标公告,-
国投智能（厦门）信息股份有限公司,襄阳市公安局本级,-,-,2023-07-03,招投标公告,-
国投智能（厦门）信息股份有限公司,济源市消防救援支队（济源市消防救援局）,-,-,2023-07-01,招投标公告,-
国投智能（厦门）信息股份有限公司,国投财务有限公司,-,-,2023-06-29,招投标公告,-
国投智能（厦门）信息股份有限公司,北京市公安局,-,160.00万元,2023-06-28,招投标公告,-
国投智能（厦门）信息股份有限公司,顺昌县公安局,-,-,2023-06-27,招投标公告,-
国投智能（厦门）信息股份有限公司,泉州师范学院,-,-,2023-06-27,招投标公告,-
国投智能（厦门）信息股份有限公司,福建省厦门市人民检察院,-,-,2023-06-12,招投标公告,-
中化装备科技（青岛）股份有限公司,新疆福克油品股份有限公司,3.76%,215.53万元,2014-07-31,客户公告,-
中化装备科技（青岛）股份有限公司,青州顺驰汽车贸易有限公司,-,4075.28万元,2010-08-30,年报,-
中化装备科技（青岛）股份有限公司,AMERICAN PACIFIC INDUSTRIES INC（API）,13.33%,0.94万元,2010-08-30,年报,-
中化装备科技（青岛）股份有限公司,TIREMART （QINGDAO） INC.,6.01%,0.43万元,2010-08-30,年报,-
中化装备科技（青岛）股份有限公司,广州资利贸易有限公司,3.06%,3713.65万元,2010-02-26,年报,-
南侨食品集团（上海）股份有限公司,深圳市品道餐饮管理有限公司,1.06%,0.25万元,2021-04-23,年报,-
南侨食品集团（上海）股份有限公司,沃尔玛（中国）投资有限公司,-,7505.36万元,2021-04-23,年报,-
南侨食品集团（上海）股份有限公司,云南嘉华食品有限公司,-,1728.17万元,2021-04-23,年报,-
南侨食品集团（上海）股份有限公司,江西省资溪面包科技发展股份有限公司,0.89%,0.21万元,2021-04-23,年报,-
南侨食品集团（上海）股份有限公司,江苏爸爸糖食品科技有限公司,0.76%,0.18万元,2021-04-23,年报,-
南侨食品集团（上海）股份有限公司,湖南大业食品有限公司,2.07%,2363.11万元,2018-12-28,年报,-
南侨食品集团（上海）股份有限公司,上海元祖梦果子股份有限公司,1.43%,2690.61万元,2018-12-28,年报,-
南侨食品集团（上海）股份有限公司,上海泰奇食品有限公司,0.64%,0.13万元,2018-12-28,年报,-
南侨食品集团（上海）股份有限公司,利群商业集团华东商贸有限公司,-,-,2018-07-19,司法数据,-
南侨食品集团（上海）股份有限公司,達利食品有限公司,-,11923.32万元,2018-06-29,年报,-
南侨食品集团（上海）股份有限公司,浙江奥奇食品股份有限公司,7.35%,239.27万元,2017-06-28,客户公告,非关联方
南侨食品集团（上海）股份有限公司,桃李面包股份有限公司,1.96%,0.09万元,2015-12-04,客户公告,-
迪哲（江苏）医药股份有限公司,第一三共（中国）投资有限公司,-,-,2024-12-20,招投标公告,-
迪哲（江苏）医药股份有限公司,青海省药品采购中心,-,-,2024-12-18,招投标公告,-
上海开创国际海洋资源股份有限公司,浙江自由贸易试验区浩润贸易有限责任公司,-,11500.91万元,2022-04-01,年报,-
上海开创国际海洋资源股份有限公司,宁波今日食品有限公司,-,9791.67万元,2022-04-01,年报,-
上海开创国际海洋资源股份有限公司,舟山市普陀区桃花百润水产品有限公司,-,82341.15万元,2022-04-01,年报,-
江苏综艺股份有限公司,海安建海新能源有限公司,12.05%,3025.64万元,2018-08-18,年报,-
江苏综艺股份有限公司,德誠信用咭製造有限公司,2.64%,663.27万元,2018-08-18,年报,-
江苏综艺股份有限公司,江苏省广电有线信息网络股份有限公司,2.79%,1007.70万元,2017-08-19,年报,-
江苏综艺股份有限公司,大唐微电子技术有限公司,2.14%,1087.95万元,2016-08-20,年报,-
江苏综艺股份有限公司,SolarparkStrüthGmbH&Co.KG,11.01%,0.56万元,2016-08-20,年报,-
江苏综艺股份有限公司,Marina Energy LLC,31.70%,16135.27万元,2016-08-20,年报,-
江苏综艺股份有限公司,Solarpark Strüth GmbH & Co.KG,11.01%,5601.86万元,2016-08-20,年报,-
江苏综艺股份有限公司,国网新疆电力有限公司喀什供电公司,2.73%,765.12万元,2015-08-25,年报,-
江苏综艺股份有限公司,特变电工新疆新能源股份有限公司,4.66%,3333.33万元,2015-04-27,年报,-
江苏综艺股份有限公司,揭阳市人力资源和社会保障局,6.30%,1947.11万元,2014-08-22,年报,-
江苏综艺股份有限公司,北京握奇数据股份有限公司,5.78%,2147.08万元,2014-04-26,年报,-
江苏综艺股份有限公司,Sun value GMBH,27.13%,5404.54万元,2013-08-24,年报,-
江苏综艺股份有限公司,南京市人力资源和社会保障局,1.75%,878.18万元,2013-04-20,年报,-
江苏综艺股份有限公司,苏州爱康光电科技有限公司,5.69%,2484.28万元,2012-08-25,年报,-
江苏综艺股份有限公司,江苏高伟达信息技术有限公司,1.20%,525.38万元,2012-08-25,年报,-
江苏综艺股份有限公司,D & C Oversea Development GmbH,11.65%,13759.32万元,2012-04-26,年报,-
江苏综艺股份有限公司,D&C OVERSEA DEVELOPMENT GMBH,11.51%,0.59万元,2011-08-17,年报,-
江苏综艺股份有限公司,江阴市对外贸易集团公司第二名称江阴市对外贸易公司,21.54%,1.10万元,2011-08-17,年报,-
江苏综艺股份有限公司,北京世纪易便利电子商务有限公司,3.12%,0.16万元,2011-08-17,年报,-
江苏综艺股份有限公司,南通卓锐纺织机械有限公司,9.01%,8210.20万元,2011-03-12,年报,-
东鹏饮料（集团）股份有限公司,中石化森美（福建）石油有限公司,-,-,2023-08-07,招投标公告,-
东鹏饮料（集团）股份有限公司,东莞市东瑞商贸有限公司,2.31%,0.97万元,2021-05-07,年报,-
东鹏饮料（集团）股份有限公司,广州市民隆贸易有限公司,1.30%,0.37万元,2020-10-10,年报,-
楚天龙股份有限公司,合计,50.59%,67594.46万元,2024-04-20,年报,-
爱博诺德（北京）医疗科技股份有限公司,北京市昌平区生态环境局,-,-,2024-04-25,招投标公告,-
爱博诺德（北京）医疗科技股份有限公司,四川省人民医院,-,-,2024-01-25,招投标公告,-
爱博诺德（北京）医疗科技股份有限公司,国家组织高值医用耗材联合采购办公室,-,-,2023-12-01,招投标公告,-
爱博诺德（北京）医疗科技股份有限公司,广州市盛来科技服务股份有限公司,6.62%,25.05万元,2023-02-28,客户公告,无关联关系
爱博诺德（北京）医疗科技股份有限公司,自贡市第一人民医院,-,-,2021-07-28,招投标公告,-
爱博诺德（北京）医疗科技股份有限公司,贵州省医疗保障局,-,-,2020-12-18,招投标公告,-
爱博诺德（北京）医疗科技股份有限公司,上海绚度医疗器械销售中心,6.24%,1218.39万元,2020-07-10,年报,-
爱博诺德（北京）医疗科技股份有限公司,郑州艾格医疗器械有限公司,3.75%,732.75万元,2020-07-10,年报,-
爱博诺德（北京）医疗科技股份有限公司,成都美睦医疗科技有限公司,2.95%,374.55万元,2020-07-10,年报,-
爱博诺德（北京）医疗科技股份有限公司,华厦眼科医院集团股份有限公司,5.43%,406.20万元,2020-07-10,年报,-
爱博诺德（北京）医疗科技股份有限公司,杭州优品医疗器械有限公司,3.72%,278.31万元,2020-07-10,年报,-
爱博诺德（北京）医疗科技股份有限公司,龙岩新鹭燕医药有限公司,4.94%,0.05万元,2019-12-10,年报,-
爱博诺德（北京）医疗科技股份有限公司,中国医药健康产业股份有限公司,-,201.24万元,2019-12-10,年报,-
开能健康科技集团股份有限公司,沪东中华造船集团船舶配套设备有限公司,-,-,2025-05-06,招投标公告,-
开能健康科技集团股份有限公司,上海交通大学,-,-,2024-06-24,招投标公告,-
开能健康科技集团股份有限公司,上海健康医学院,-,47.52万元,2022-11-25,招投标公告,-
开能健康科技集团股份有限公司,上海中医药大学,-,-,2021-12-08,招投标公告,-
开能健康科技集团股份有限公司,商都县水利局,-,102.37万元,2020-06-04,招投标公告,-
开能健康科技集团股份有限公司,上海市西南工程学校,-,47.88万元,2019-07-10,招投标公告,-
开能健康科技集团股份有限公司,汕头航空有限公司,-,9.96万元,2019-07-01,招投标公告,-
开能健康科技集团股份有限公司,上海对外经贸大学,-,44.16万元,2018-05-31,招投标公告,-
开能健康科技集团股份有限公司,上海市实验学校,-,24.70万元,2017-08-07,招投标公告,-
开能健康科技集团股份有限公司,上海健康医学院附属卫生学校（上海健康护理职业学院（筹））,-,51.25万元,2017-06-27,招投标公告,-
开能健康科技集团股份有限公司,上海音乐学院,-,49.50万元,2016-11-24,招投标公告,-
开能健康科技集团股份有限公司,江苏省农业农村厅,-,-,2014-11-28,招投标公告,-
开能健康科技集团股份有限公司,Canature North America Inc,6.25%,1056.16万元,2014-07-31,年报,-
开能健康科技集团股份有限公司,Canature U.S.A.Inc,5.50%,929.60万元,2014-07-31,年报,-
开能健康科技集团股份有限公司,Nikom GLOBAL MARKETING（M）Sdn Bhd,3.97%,670.31万元,2014-07-31,年报,-
开能健康科技集团股份有限公司,Canature U.S.A. Inc,4.99%,1552.49万元,2014-03-29,年报,-
开能健康科技集团股份有限公司,FIREPLACE PRODUCTS INTERNATIONAL LTD,2.47%,770.18万元,2014-03-29,年报,-
开能健康科技集团股份有限公司,CanatureNorthAmericaInc（NovoWaterGroupInc）,7.39%,999.81万元,2013-07-31,年报,-
开能健康科技集团股份有限公司,CanatureU.S.A.Inc（WarnerDistributing&MarketingCo.）,5.52%,746.90万元,2013-07-31,年报,-
开能健康科技集团股份有限公司,NikomGLOBALMARKETING（M）SdnBhd,2.41%,325.50万元,2013-07-31,年报,-
开能健康科技集团股份有限公司,３Ｍ中国有限公司,4.39%,1057.86万元,2013-04-16,年报,-
开能健康科技集团股份有限公司,FIREPLACEPRODUCTSINTERNATIONALLTD,3.12%,750.93万元,2013-04-16,年报,-
开能健康科技集团股份有限公司,同心县教育局,-,265.44万元,2013-03-29,招投标公告,-
开能健康科技集团股份有限公司,FIREPLACE PRODUCTSINTERNATIONAL LTD,5.53%,584.23万元,2012-07-28,年报,-
开能健康科技集团股份有限公司,上海中船长兴建设发展有限公司,-,-,2006-06-27,招投标公告,-
鹏鼎控股（深圳）股份有限公司,中国电信股份有限公司,-,-,2022-01-04,招投标公告,-
鹏鼎控股（深圳）股份有限公司,蘋果有限公司,71.35%,349538.91万元,2018-08-28,年报,-
鹏鼎控股（深圳）股份有限公司,廣達集團有限公司,2.51%,12293.62万元,2018-08-28,年报,-
鹏鼎控股（深圳）股份有限公司,Maruzen Intec Co.， Ltd.,4.50%,7.71万元,2018-08-28,年报,-
鹏鼎控股（深圳）股份有限公司,Maruzen Intec Co.Ltd,3.83%,65435.77万元,2018-08-28,年报,-
鹏鼎控股（深圳）股份有限公司,步步高集團有限公司,-,26834.55万元,2018-04-27,年报,-
鹏鼎控股（深圳）股份有限公司,微软公司,-,34119.38万元,2018-04-27,年报,-
鹏鼎控股（深圳）股份有限公司,深圳市规划和自然资源局宝安管理局,-,12300.00万元,2018-01-24,招投标公告,-
鹏鼎控股（深圳）股份有限公司,和碩集團有限公司,6.64%,102188.32万元,2017-11-10,年报,-
创耀（苏州）通信科技股份有限公司,深圳市达新供应链有限公司,11.93%,0.79万元,2024-04-25,年报,-
创耀（苏州）通信科技股份有限公司,深圳市中广物联科技有限公司,5.58%,0.37万元,2024-04-25,年报,-
创耀（苏州）通信科技股份有限公司,山东鲁软数字科技有限公司智慧能源分公司,-,-,2023-03-02,招投标公告,-
创耀（苏州）通信科技股份有限公司,BritishTelecommunicationsPLC,-,2919.02万元,2021-12-23,年报,-
创耀（苏州）通信科技股份有限公司,中广互联（厦门）信息科技有限公司,-,5316.53万元,2021-12-23,年报,-
创耀（苏州）通信科技股份有限公司,西安磊业电子科技有限责任公司,-,6280.47万元,2021-12-23,年报,-
创耀（苏州）通信科技股份有限公司,南京智通联网络科技有限公司,-,1965.10万元,2021-08-04,年报,-
创耀（苏州）通信科技股份有限公司,深圳市中创电测技术有限公司,-,1652.70万元,2021-08-04,年报,-
创耀（苏州）通信科技股份有限公司,青岛东软载波科技股份有限公司,-,1608.53万元,2020-12-01,年报,-
