企业名称,客户,销售占比,销售金额,报告期,数据来源,关联关系
天下秀数字科技（集团）股份有限公司,雅诗兰黛（上海）商贸有限公司,-,27430.40万元,2022-04-19,年报,-
天下秀数字科技（集团）股份有限公司,欧莱雅（中国）有限公司,8.94%,17680.53万元,2020-04-11,年报,-
天下秀数字科技（集团）股份有限公司,北京再想网络科技发展有限公司,4.58%,9053.71万元,2020-04-11,年报,-
天下秀数字科技（集团）股份有限公司,华为终端有限公司,3.65%,7216.59万元,2020-04-11,年报,-
天下秀数字科技（集团）股份有限公司,上海共联通信信息发展有限公司,17.24%,1602.01万元,2016-04-29,年报,-
天下秀数字科技（集团）股份有限公司,泰兴市中泰城市建设投资有限公司,8.94%,830.19万元,2016-04-29,年报,-
天下秀数字科技（集团）股份有限公司,上海普天邮通科技股份有限公司,8.65%,803.23万元,2016-04-29,年报,-
天下秀数字科技（集团）股份有限公司,南宁绿地颖恺投资有限公司,7.81%,726.04万元,2016-04-29,年报,-
天下秀数字科技（集团）股份有限公司,贵州中科建设有限公司,4.46%,414.17万元,2016-04-29,年报,-
天下秀数字科技（集团）股份有限公司,沈阳华凌房地产有限公司,9.21%,194.40万元,2014-08-12,年报,-
天下秀数字科技（集团）股份有限公司,湖南中锴置业有限公司,8.17%,172.42万元,2014-08-12,年报,-
天下秀数字科技（集团）股份有限公司,青山湖圣园（杭州）置业有限公司,2.75%,58.13万元,2014-08-12,年报,-
天下秀数字科技（集团）股份有限公司,杭州西溪邻里商业街开发经营有限公司,2.37%,50.00万元,2014-08-12,年报,-
天下秀数字科技（集团）股份有限公司,成都郡原置业有限公司,2.84%,60.00万元,2014-08-12,年报,-
天下秀数字科技（集团）股份有限公司,杭州天名房地产有限公司,6.55%,278.73万元,2014-04-29,年报,-
天下秀数字科技（集团）股份有限公司,湖南科瑞鸿泰医药有限公司,7.96%,70.13万元,2010-04-30,年报,-
天下秀数字科技（集团）股份有限公司,一心堂药业集团股份有限公司,7.26%,63.98万元,2010-04-30,年报,-
天下秀数字科技（集团）股份有限公司,国药控股国大药房有限公司,4.19%,36.95万元,2010-04-30,年报,-
天下秀数字科技（集团）股份有限公司,安徽阜阳第一药业有限公司,3.44%,30.27万元,2010-04-30,年报,-
天下秀数字科技（集团）股份有限公司,深圳市海王易点药医药有限公司,3.36%,29.56万元,2010-04-30,年报,-
安徽安科生物工程（集团）股份有限公司,蚌埠医科大学第一附属医院,-,-,2025-06-10,招投标公告,-
安徽安科生物工程（集团）股份有限公司,河北省医用药品器械集中采购中心,-,-,2025-03-06,招投标公告,-
安徽安科生物工程（集团）股份有限公司,四川省人民医院,-,-,2024-12-24,招投标公告,-
安徽安科生物工程（集团）股份有限公司,合肥市天使投资基金有限公司,-,-,2024-07-24,招投标公告,-
安徽安科生物工程（集团）股份有限公司,福建省医疗保障局,-,-,2024-07-02,招投标公告,-
安徽安科生物工程（集团）股份有限公司,合肥高新科技创业投资有限公司,-,-,2024-04-16,招投标公告,-
安徽安科生物工程（集团）股份有限公司,亳州市人民医院,-,-,2023-11-15,招投标公告,-
安徽安科生物工程（集团）股份有限公司,合肥市自然资源和规划局,-,-,2023-08-04,招投标公告,-
安徽安科生物工程（集团）股份有限公司,广西壮族自治区妇幼保健院（广西壮族自治区儿童医院、广西壮族自治区妇产医院、广西壮族自治区出生缺陷预防控制研究所）,-,3.51万元,2022-12-14,招投标公告,-
安徽安科生物工程（集团）股份有限公司,云南省食品药品监督检验研究院,-,-,2022-09-26,招投标公告,-
安徽安科生物工程（集团）股份有限公司,国药集团上海血液制品有限公司,-,-,2022-09-26,招投标公告,-
安徽安科生物工程（集团）股份有限公司,四川大学华西第二医院（四川大学华西妇产儿童医院）,-,-,2022-06-21,招投标公告,-
安徽安科生物工程（集团）股份有限公司,福建省龙岩市第一医院,-,-,2021-08-05,招投标公告,-
安徽安科生物工程（集团）股份有限公司,龙岩市第一医院,-,-,2021-08-05,招投标公告,-
安徽安科生物工程（集团）股份有限公司,北京市海淀区妇幼保健计划生育服务中心（北京市海淀区妇幼保健院、北京市海淀区妇产医院）,-,-,2021-06-22,招投标公告,-
安徽安科生物工程（集团）股份有限公司,中国科大附一院,-,0.03万元,2021-04-14,招投标公告,-
安徽安科生物工程（集团）股份有限公司,湖州市妇幼保健院（湖州市妇女儿童医院、湖州市计划生育技术服务中心）,-,-,2021-03-22,招投标公告,-
安徽安科生物工程（集团）股份有限公司,北京清华长庚医院,-,-,2021-02-09,招投标公告,-
安徽安科生物工程（集团）股份有限公司,北京市朝阳区太阳宫社区卫生服务中心,-,-,2021-02-05,招投标公告,-
安徽安科生物工程（集团）股份有限公司,北京三博脑科医院有限公司,-,-,2021-01-12,招投标公告,-
安徽安科生物工程（集团）股份有限公司,安徽省鸿宽健康产业有限公司,-,-,2020-12-09,司法数据,-
安徽安科生物工程（集团）股份有限公司,首都医科大学附属北京妇产医院,-,-,2020-11-27,招投标公告,-
安徽安科生物工程（集团）股份有限公司,北京京通医院,-,-,2020-05-06,招投标公告,-
安徽安科生物工程（集团）股份有限公司,中日友好医院（中日友好临床医学研究所）,-,-,2020-03-03,招投标公告,-
安徽安科生物工程（集团）股份有限公司,首都医科大学附属北京同仁医院,-,-,2020-02-03,招投标公告,-
安徽安科生物工程（集团）股份有限公司,北京惠民中医儿童医院有限公司,-,-,2019-12-30,招投标公告,-
安徽安科生物工程（集团）股份有限公司,北京美尔目医院有限公司,-,-,2019-10-21,招投标公告,-
安徽安科生物工程（集团）股份有限公司,开封市中心医院,-,-,2019-02-22,招投标公告,-
安徽安科生物工程（集团）股份有限公司,山东大学第二医院,-,-,2019-01-07,招投标公告,-
安徽安科生物工程（集团）股份有限公司,湘阴县人民医院,-,-,2018-09-29,招投标公告,-
安徽安科生物工程（集团）股份有限公司,首都医科大学附属首都儿童医学中心,-,-,2017-12-04,招投标公告,-
安徽安科生物工程（集团）股份有限公司,首都医科大学附属北京儿童医院,-,-,2017-10-10,招投标公告,-
安徽安科生物工程（集团）股份有限公司,NEW ASIA FAW EAST LIMITED,7.07%,1610.43万元,2014-08-20,年报,-
安徽安科生物工程（集团）股份有限公司,广州医药股份有限公司,4.52%,1029.71万元,2014-08-20,年报,-
安徽安科生物工程（集团）股份有限公司,河南华益药业有限责任公司,2.63%,599.44万元,2014-08-20,年报,-
安徽安科生物工程（集团）股份有限公司,合肥新安医药营销有限公司,2.54%,579.16万元,2014-08-20,年报,-
安徽安科生物工程（集团）股份有限公司,江西和力药业有限公司,8.61%,1962.09万元,2014-08-20,年报,-
安徽安科生物工程（集团）股份有限公司,新亞遠東有限公司,4.11%,1768.95万元,2014-03-26,年报,-
安徽安科生物工程（集团）股份有限公司,国药控股河南股份有限公司,3.03%,1302.91万元,2014-03-26,年报,-
安徽安科生物工程（集团）股份有限公司,西藏金达药业科技有限公司,2.82%,1213.29万元,2014-03-26,年报,-
安徽安科生物工程（集团）股份有限公司,安徽华宁医药物流有限公司,3.19%,593.03万元,2013-08-16,年报,-
安徽安科生物工程（集团）股份有限公司,安徽省宣城市医药有限公司,3.01%,559.58万元,2013-08-16,年报,-
安徽安科生物工程（集团）股份有限公司,上药科园信海河南医药有限公司,2.44%,454.05万元,2013-08-16,年报,-
安徽安科生物工程（集团）股份有限公司,保定市保北医药药材有限责任公司,3.19%,1078.32万元,2013-03-28,年报,-
安徽安科生物工程（集团）股份有限公司,浙江英特药业有限责任公司,2.81%,947.52万元,2013-03-28,年报,-
安徽安科生物工程（集团）股份有限公司,苏州市兴卫医药有限公司,2.64%,387.06万元,2012-08-18,年报,-
安徽安科生物工程（集团）股份有限公司,合肥亿帆生物医药有限公司,3.55%,950.25万元,2012-03-24,年报,非关联
安徽安科生物工程（集团）股份有限公司,安徽华源医药集团股份有限公司,3.91%,745.26万元,2010-03-30,年报,非关联
和元生物技术（上海）股份有限公司,厦门医学院附属第二医院（厦门市第二医院、厦门市集美医院、厦门市呼吸疾病诊治中心）,-,0.36万元,2025-06-26,招投标公告,-
和元生物技术（上海）股份有限公司,附属第一医院,-,-,2025-05-22,招投标公告,-
和元生物技术（上海）股份有限公司,附属第三医院,-,-,2025-05-14,招投标公告,-
和元生物技术（上海）股份有限公司,中山医学院,-,-,2025-02-18,招投标公告,-
和元生物技术（上海）股份有限公司,山东第一医科大学（山东省医学科学院）,-,-,2025-01-06,招投标公告,-
和元生物技术（上海）股份有限公司,复星凯瑞（上海）生物科技有限公司,-,-,2024-06-24,招投标公告,-
和元生物技术（上海）股份有限公司,浙江大学绍兴研究院,-,278.00万元,2024-03-13,招投标公告,-
和元生物技术（上海）股份有限公司,华润生物医药有限公司,-,-,2023-12-04,招投标公告,-
和元生物技术（上海）股份有限公司,湖北医药学院,-,-,2023-06-14,招投标公告,-
和元生物技术（上海）股份有限公司,中山大学中山眼科中心,-,18.50万元,2022-11-24,招投标公告,-
和元生物技术（上海）股份有限公司,上海国际医学园区联合发展有限公司,-,-,2022-11-09,招投标公告,-
和元生物技术（上海）股份有限公司,核工业总医院,-,-,2022-04-19,招投标公告,-
和元生物技术（上海）股份有限公司,中生复诺健生物科技（上海）有限公司,-,1632.28万元,2022-03-03,年报,-
和元生物技术（上海）股份有限公司,原启生物科技（上海）有限责任公司,-,779.57万元,2022-03-03,年报,-
和元生物技术（上海）股份有限公司,北京中因科技有限公司,-,1041.13万元,2022-03-03,年报,-
和元生物技术（上海）股份有限公司,上海复诺健生物科技有限公司,-,1559.87万元,2022-03-03,年报,-
和元生物技术（上海）股份有限公司,江苏万戎生物医药科技有限公司,-,1075.48万元,2022-03-03,年报,-
和元生物技术（上海）股份有限公司,深圳市亦诺微医药科技有限公司,-,2976.72万元,2022-03-03,年报,-
和元生物技术（上海）股份有限公司,贵州中泽微环生物科技有限公司,9.49%,0.06万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,成都康华生物制品股份有限公司,-,1673.11万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,广州百暨基因科技有限公司,2.35%,0.01万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,南京吉迈生物技术有限公司,5.13%,0.07万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,中国医科大学附属第一医院,-,193.15万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,杭州功楚生物科技有限公司,10.30%,0.06万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,中国科学院上海营养与健康研究所,2.07%,0.01万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,中山大学肿瘤防治中心（中山大学附属肿瘤医院、中山大学肿瘤研究所）,-,93.82万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,上海邦耀生物科技有限公司,17.37%,0.08万元,2021-06-08,年报,-
和元生物技术（上海）股份有限公司,深圳大学,-,7.56万元,2020-04-24,招投标公告,-
和元生物技术（上海）股份有限公司,上海健康医学院,-,-,2018-11-07,招投标公告,-
和元生物技术（上海）股份有限公司,复旦大学,2.18%,60.75万元,2018-04-26,年报,非关联方
和元生物技术（上海）股份有限公司,浙江大学,2.98%,82.82万元,2018-04-26,年报,非关联方
和元生物技术（上海）股份有限公司,华中科技大学,2.37%,47.77万元,2017-04-20,年报,非关联方
和元生物技术（上海）股份有限公司,南方医科大学,2.75%,55.39万元,2017-04-20,年报,非关联方
和元生物技术（上海）股份有限公司,重庆医科大学,4.47%,33.75万元,2016-10-31,年报,-
和元生物技术（上海）股份有限公司,武汉大学,3.70%,27.22万元,2016-10-31,年报,-
和元生物技术（上海）股份有限公司,南方医科大学南方医院,2.61%,19.22万元,2016-10-31,年报,-
和元生物技术（上海）股份有限公司,阿斯利康投资（中国）有限公司,2.74%,37.73万元,2016-10-31,年报,-
宏发科技股份有限公司,浙江优普电器有限公司,8.90%,14900.68万元,2013-07-31,年报,-
宏发科技股份有限公司,杭州同顺实业有限公司,3.42%,5730.92万元,2013-07-31,年报,-
宏发科技股份有限公司,KG Technologies， Inc.,6.98%,21000.23万元,2013-02-20,年报,-
宏发科技股份有限公司,青岛海尔零部件采购有限公司,1.60%,4800.04万元,2013-02-20,年报,-
宏发科技股份有限公司,山东力诺新材料有限公司,17.74%,3950.09万元,2012-08-08,年报,-
宏发科技股份有限公司,山东力诺医药包装股份有限公司,11.25%,2504.41万元,2012-08-08,年报,-
宏发科技股份有限公司,海宁市宝光集热管有限公司,6.53%,1455.06万元,2012-08-08,年报,-
宏发科技股份有限公司,浙江钱江潮光能有限公司,6.40%,1425.53万元,2012-08-08,年报,-
宏发科技股份有限公司,山东莱特新能源有限公司,4.57%,1016.62万元,2012-08-08,年报,-
宏发科技股份有限公司,莘县力诺光热科技有限公司,4.08%,1320.40万元,2011-08-20,年报,-
宏发科技股份有限公司,山东力诺太阳能科技有限公司,6.51%,3359.61万元,2011-04-28,年报,-
宏发科技股份有限公司,浙江科杰新材料有限公司,5.41%,2793.51万元,2011-04-28,年报,-
宏发科技股份有限公司,浙江申豪新材料有限公司,6.62%,1761.84万元,2010-08-20,年报,-
兴民智通（集团）股份有限公司,北汽福田汽车股份有限公司,36.98%,41917.28万元,2013-02-20,年报,-
兴民智通（集团）股份有限公司,山东五征集团有限公司,3.37%,3824.02万元,2013-02-20,年报,-
兴民智通（集团）股份有限公司,潍柴雷沃智慧农业科技股份有限公司,3.44%,5185.01万元,2012-01-18,年报,非关联方
兴民智通（集团）股份有限公司,北汽福田汽车股份有限公司北京欧曼重型汽车厂,20.72%,27757.61万元,2011-04-21,年报,非关联方
兴民智通（集团）股份有限公司,北汽福田汽车股份有限公司时代领航卡车工厂,9.40%,12594.15万元,2011-04-21,年报,非关联方
兴民智通（集团）股份有限公司,美国TBC公司,8.27%,11073.10万元,2011-04-21,年报,非关联方
兴民智通（集团）股份有限公司,北汽福田汽车股份有限公司诸城汽车厂,7.03%,9416.39万元,2011-04-21,年报,非关联方
兴民智通（集团）股份有限公司,重庆长安汽车国际销售服务有限公司,5.80%,7776.02万元,2011-04-21,年报,非关联方
兴民智通（集团）股份有限公司,河北长安汽车有限公司,4.42%,4714.44万元,2010-03-19,年报,非关联方
安徽鸿路钢结构（集团）股份有限公司,榆林城投杭萧绿建科技有限公司,-,-,2025-06-09,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中建钢构股份有限公司,-,-,2025-02-28,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中建八局新型建造工程公司华北分公司,-,-,2025-02-20,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中建钢构广东有限公司,-,-,2025-02-19,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中建八局新型建造工程公司西北分公司,-,-,2025-01-23,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,陕西有色天宏瑞科硅材料有限责任公司,-,-,2025-01-15,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中铁十局集团有限公司华东分公司,-,-,2024-12-23,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,陕西建工安装集团有限公司,-,-,2024-10-15,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中盐安徽红四方股份有限公司,-,-,2024-09-15,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,山东省水工机械有限公司,-,-,2024-08-12,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,安徽送变电工程有限公司,-,-,2024-07-11,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,上海宝冶集团有限公司工业工程公司,-,-,2024-05-27,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,山东电建公司四川工程公司,-,-,2024-05-23,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国五冶集团有限公司,-,-,2024-05-14,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,美联钢结构建筑系统（上海）股份有限公司,4.84%,6008.29万元,2024-04-30,客户公告,否
安徽鸿路钢结构（集团）股份有限公司,中国十九冶冶金公司,-,2219.23万元,2024-04-24,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国十七冶集团有限公司,-,-,2024-04-23,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,上海宝冶集团有限公司,-,14620.81万元,2024-04-11,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中冶天工集团有限公司,-,2278.51万元,2024-03-25,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国二十冶集团有限公司,-,4203.75万元,2024-02-22,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国十九冶集团有限公司,-,-,2023-09-08,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国华冶科工集团有限公司,-,-,2023-09-06,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,五冶集团上海有限公司,-,-,2023-08-04,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,余杭分公司,-,-,2023-07-17,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国化学工程第六建设有限公司,-,-,2023-07-10,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,河北工程大学,-,-,2023-07-05,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,天津唯实工程检测有限公司,-,1416.26万元,2023-06-30,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,宿州市埇桥区工业发展投资有限公司,-,-,2023-06-27,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中建钢构武汉有限公司,-,-,2023-06-19,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中建钢构钢构武汉有限公司,-,-,2023-06-19,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中建钢构四川有限公司,-,-,2023-05-11,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,东华工程科技股份有限公司,-,-,2023-05-10,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国化学工程第三建设有限公司,-,-,2022-12-14,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,长丰县重点工程建设管理局,-,-,2022-11-19,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国核工业第二二建设有限公司,-,-,2022-11-08,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,南京聚亿能源科技有限公司,-,-,2022-06-10,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,中国二冶集团有限公司,-,-,2022-03-11,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国一冶集团有限公司,-,1175.68万元,2021-12-28,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,天长市通和置业投资有限公司,-,630.16万元,2021-12-06,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国京冶工程技术有限公司,-,-,2021-12-01,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国化学工程第十一建设有限公司,-,-,2021-10-25,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,安徽博鸿纺织有限公司,-,-,2021-09-28,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,北京建工集团有限责任公司,-,11300.00万元,2021-08-31,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,龙建路桥股份有限公司,-,2523.90万元,2021-04-27,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国三冶集团有限公司第一建设工程公司,-,-,2021-02-01,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,安徽涡河文化旅游集团有限公司,-,-,2021-01-15,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国机械工业第二建设工程有限公司,-,-,2021-01-07,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,安徽建工建设安装集团机电安装工程有限责任公司,-,-,2020-11-23,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,安徽水利嘉和机电设备安装有限公司,-,-,2020-09-23,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,上海东海华庆工程有限公司,-,-,2020-09-08,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,中建一局集团建设发展有限公司,-,-,2020-07-28,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中冶（北京）交通科技发展有限公司,-,1001.00万元,2020-05-08,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,江苏春秋置业股份有限公司,-,-,2020-01-03,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,蒙牛乳业（马鞍山）有限公司,-,-,2019-12-17,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中建八局第二建设有限公司,-,-,2019-12-05,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,陕西照明装饰工程有限公司,-,-,2019-11-22,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,中建七局安装工程有限公司,-,-,2019-10-29,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,内蒙古蒙牛乳业（集团）股份有限公司,-,-,2019-09-29,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,内蒙古蒙牛乳业（集团）,-,-,2019-09-29,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,河南省高级人民法院,-,-,2019-08-02,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,武汉凯迪电力工程有限公司,-,-,2019-08-01,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,武汉丰盈长江生态科技研究总院有限公司,-,-,2019-08-01,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,长丰县人民医院,-,3101.05万元,2019-07-09,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,浙江大华建设集团有限公司,-,-,2019-05-05,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,宁波金美亚集团池州钢管制造有限公司,-,-,2019-03-18,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,青建集团股份公司,-,-,2019-03-01,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,金寨县市场监督管理局（金寨县知识产权局）,-,2338.16万元,2019-01-04,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,江苏省招标中心有限公司,-,1508.60万元,2019-01-04,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,合肥北城建设投资（集团）有限公司,-,1790.00万元,2019-01-02,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中铁科工集团有限公司,-,-,2018-12-29,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,上海铭羧经贸有限公司,-,-,2018-12-28,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,安徽众星新材料有限公司,-,-,2018-12-28,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,新七建设集团有限公司,-,-,2018-12-27,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,上海宝冶集团有限公司广州分公司,-,1330.04万元,2018-10-30,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,蚌埠禹会建设投资有限责任公司,-,0.00万元,2018-10-15,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,美加置业（武汉）有限公司,-,-,2018-10-01,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,蒙牛乳业（眉山）有限公司,-,-,2018-09-21,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,阜阳兴泉发展有限公司,-,0.00万元,2018-08-31,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中共汝阳县委党校,-,-,2018-08-08,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,江西省恒康建设集团有限公司,-,-,2018-08-02,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,中铁十二局集团建筑安装工程有限公司,-,-,2018-08-02,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,上海市公安局嘉定分局,-,223.03万元,2018-07-03,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,蒙牛乳业（衡水）有限公司,-,-,2018-06-25,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,安徽长丰（双凤）经济开发区管理委员会,-,-,2018-05-23,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,苏州嘉盛建设工程有限公司,-,2072.00万元,2018-05-11,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,淮南市洞山房地产开发有限公司,-,-,2018-04-11,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,浙江宝业建设集团有限公司安徽分公司,-,-,2018-03-19,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,衢州市柯城区利民城乡建设投资开发有限责任公司,-,8400.21万元,2018-01-09,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,上海中呈建筑安装工程有限公司,-,-,2017-12-30,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,湖北友芝友乳业有限责任公司,-,-,2017-12-18,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,安徽大平油脂有限公司,-,-,2017-12-15,司法数据,-
安徽鸿路钢结构（集团）股份有限公司,安徽安天利信工程管理股份有限公司,-,630.16万元,2017-09-01,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,衢州隆港城市建设投资有限公司,-,11937.50万元,2017-08-01,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,金寨汇金投资有限公司,-,24588.90万元,2017-07-28,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,重庆园业实业（集团）有限公司,-,0.06万元,2017-06-19,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,中国联合网络通信有限公司安徽省分公司,-,-,2017-06-14,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,蚌埠普尚仓储设施有限公司,-,6904.15万元,2017-06-02,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,北京北方空间建筑科技股份有限公司,9.01%,662.31万元,2017-04-25,客户公告,非关联方
安徽鸿路钢结构（集团）股份有限公司,涡阳县重点工程建设管理局,-,-,2016-11-14,招投标公告,-
安徽鸿路钢结构（集团）股份有限公司,马鞍山市太白建筑安装有限责任公司,-,-,2016-10-31,司法数据,-
峰岹科技（深圳）股份有限公司,娄底市娄星区农村公路建设养护中心,-,-,2024-03-19,招投标公告,-
峰岹科技（深圳）股份有限公司,襄阳聚宝泰新能源有限责任公司,-,-,2024-03-19,招投标公告,-
峰岹科技（深圳）股份有限公司,南京知荣电子技术股份有限公司,-,1153.61万元,2021-11-10,年报,-
峰岹科技（深圳）股份有限公司,瑞辰易為科技有限公司,-,5.33万元,2021-11-10,年报,-
峰岹科技（深圳）股份有限公司,深圳市瑞辰易为科技有限公司,-,2849.62万元,2021-11-10,年报,-
峰岹科技（深圳）股份有限公司,无锡知荣电子有限公司,-,1999.50万元,2021-11-10,年报,-
峰岹科技（深圳）股份有限公司,上海知荣电子有限公司,-,2423.76万元,2021-11-10,年报,-
峰岹科技（深圳）股份有限公司,深圳泰科源商贸有限公司,-,1429.85万元,2021-11-10,年报,-
峰岹科技（深圳）股份有限公司,中山市索美电子科技有限公司,-,957.71万元,2021-11-10,年报,-
峰岹科技（深圳）股份有限公司,深圳安迪斯电子科技有限公司,-,891.84万元,2021-11-10,年报,-
峰岹科技（深圳）股份有限公司,深圳市蜜淘科技有限公司,-,816.44万元,2021-06-22,年报,-
峰岹科技（深圳）股份有限公司,深圳市英飞尔电子有限公司,-,542.32万元,2021-06-22,年报,-
熊猫金控股份有限公司,浏阳市云盘出口烟花制造有限公司,-,-,2016-10-31,司法数据,-
中化国际（控股）股份有限公司,中化资本数字科技有限公司,-,-,2025-03-04,招投标公告,-
中化国际（控股）股份有限公司,中化能源科技有限公司,-,-,2025-01-20,招投标公告,-
中化国际（控股）股份有限公司,中化信息技术有限公司,-,-,2025-01-20,招投标公告,-
中化国际（控股）股份有限公司,中化能源科技有限公司上海分公司,-,-,2024-09-03,招投标公告,-
中化国际（控股）股份有限公司,中国中化股份有限公司,-,-,2024-05-16,招投标公告,-
中化国际（控股）股份有限公司,东华工程科技股份有限公司,-,-,2024-05-09,招投标公告,-
中化国际（控股）股份有限公司,广东优巨先进新材料股份有限公司,11.89%,741.59万元,2023-12-25,客户公告,-
中化国际（控股）股份有限公司,中昊黑元化工研究设计院有限公司,-,-,2023-06-16,招投标公告,-
中化国际（控股）股份有限公司,内蒙古包钢钢联股份有限公司采购中心,-,-,2022-11-23,招投标公告,-
