股票代码,股票名称,股票公司,行业,天眼查链接
2210,飞马国际,深圳市飞马国际供应链股份有限公司,商务服务业,https://m.tianyancha.com/company/23155265
2211,ST宏达,上海宏达新材料股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/7064644
2212,天融信,天融信科技集团股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/srongzi/151175691-cf23
2213,大为股份,深圳市大为创新科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/3469132310
2214,*ST大立,浙江大立科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/501323741
2215,诺普信,深圳诺普信作物科学股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/stm/3187079072-88d5
2216,三全食品,三全食品股份有限公司,食品制造业,https://www.tianyancha.com/srecruit/223302302-d713
2217,合力泰,合力泰科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/187082650
2218,拓日新能,深圳市拓日新能源科技股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company-ssxx/626957373
2219,新里程,新里程健康科技集团股份有限公司,卫生,https://www.tianyancha.com/company/2346951652
2221,东华能源,东华能源股份有限公司,批发业,https://www.tianyancha.com/sabnormal/3020743889-7030
2222,福晶科技,福建福晶科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/srecruit/193738784-fc09
2223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司,专用设备制造业,https://www.tianyancha.com/company/236427043
2224,三力士,三力士股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/sicp/79632912-a8c8
2225,濮耐股份,濮阳濮耐高温材料(集团)股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/3020841218
2226,江南化工,安徽江南化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/26803555
2227,奥特迅,深圳奥特迅电力设备股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/28010346
2228,合兴包装,厦门合兴包装印刷股份有限公司,造纸和纸制品业,https://www.tianyancha.com/company/158722527
2229,鸿博股份,鸿博股份有限公司,印刷和记录媒介复制业,https://m.tianyancha.com/scourt/29162704-acf6
2230,科大讯飞,科大讯飞股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/steam/2361351310-b616
2231,*ST奥维,奥维通信股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sstaff/3186987461-d4d7
2232,启明信息,启明信息技术股份有限公司,软件和信息技术服务业,https://s.tianyancha.com/hot/qmxxjsgfyxgs.html
2233,塔牌集团,广东塔牌集团股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/3288081
2234,民和股份,山东民和牧业股份有限公司,畜牧业,https://www.tianyancha.com/company/661221888
2235,安妮股份,厦门安妮股份有限公司,造纸和纸制品业,https://www.tianyancha.com/sinvest/7996092-3e7b
2236,大华股份,浙江大华技术股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/4607820-6c3e
2237,恒邦股份,山东恒邦冶炼股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/sholder/39395337-24c5
2238,天威视讯,深圳市天威视讯股份有限公司,电信、广播电视和卫星传输服务,https://www.tianyancha.com/swechat/865733091-aa59
2239,奥特佳,奥特佳新能源科技股份有限公司,汽车制造业,https://www.tianyancha.com/company/2346985810
2240,盛新锂能,盛新锂能集团股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/sbond/391171885-7dcb
2241,歌尔股份,歌尔股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/6789604-3775
2242,九阳股份,九阳股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/76574928
2243,力合科创,深圳市力合科创股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/steam/2312072193-f9bc
2244,滨江集团,杭州滨江房产集团股份有限公司,房地产业,https://www.tianyancha.com/steam/70680653-df75
2245,蔚蓝锂芯,江苏蔚蓝锂芯集团股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/srongzi/643167556-a6f3
2246,北化股份,北方化学工业股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/10414164
2247,聚力文化,浙江聚力文化发展股份有限公司,造纸和纸制品业,https://www.tianyancha.com/sstructure/62665683-9755
2248,华东数控,威海华东数控股份有限公司,通用设备制造业,https://www.tianyancha.com/company/6670212309
2249,大洋电机,中山大洋电机股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/steam/18758727-4cef
2250,联化科技,联化科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/3004722744
2251,步步高,步步高商业连锁股份有限公司,零售业,https://m.tianyancha.com/company/229665522
2252,上海莱士,上海莱士血液制品股份有限公司,医药制造业,https://www.tianyancha.com/sstaff/330615647-1525
2253,*ST智胜,四川川大智胜软件股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/steam/29878686-be6f/p2
2254,泰和新材,泰和新材集团股份有限公司,化学纤维制造业,https://www.tianyancha.com/company-jyzk/376797125
2255,海陆重工,苏州海陆重工股份有限公司,通用设备制造业,https://www.tianyancha.com/swechat/621250229-0c18
2256,兆新股份,深圳市兆新能源股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/company/2944421999
2258,利尔化学,利尔化学股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/stm/209586066-b84f
2259,升达林业,四川升达林业产业股份有限公司,燃气生产和供应业,https://www.tianyancha.com/steam/21406993-0b7e
2261,拓维信息,拓维信息系统股份有限公司,软件和信息技术服务业,https://m.tianyancha.com/szhixing/3186998158-1747
2262,恩华药业,江苏恩华药业股份有限公司,医药制造业,https://m.tianyancha.com/sstaff/868037654-29e8
2263,大东南,浙江大东南股份有限公司,橡胶和塑料制品业,https://m.tianyancha.com/szhixing/80175248-4fc4
2264,新华都,新华都科技股份有限公司,互联网和相关服务,https://www.tianyancha.com/company/799741079
2265,建设工业,建设工业集团(云南)股份有限公司,汽车制造业,https://www.tianyancha.com/ssenior/3280715679-2bde
2266,浙富控股,浙富控股集团股份有限公司,生态保护和环境治理业,https://www.tianyancha.com/swechat/75186677-85d6
2267,陕天然气,陕西省天然气股份有限公司,燃气生产和供应业,https://www.tianyancha.com/company/519690006
2268,电科网安,中电科网络安全科技股份有限公司,软件和信息技术服务业,https://m.tianyancha.com/srecruit/26372672-ce87
2269,美邦服饰,上海美特斯邦威服饰股份有限公司,纺织服装、服饰业,https://www.tianyancha.com/steam/18193309-d8e3
2270,华明装备,华明电力装备股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/2357943297
2271,东方雨虹,北京东方雨虹防水技术股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/7177778
2272,川润股份,四川川润股份有限公司,通用设备制造业,https://www.tianyancha.com/steam/382930494-2573
2273,水晶光电,浙江水晶光电科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/2358426027-2412
2274,华昌化工,江苏华昌化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/3182096118
2275,桂林三金,桂林三金药业股份有限公司,医药制造业,https://www.tianyancha.com/company/235752341
2276,万马股份,浙江万马股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/3042247621
2277,友阿股份,湖南友谊阿波罗商业股份有限公司,零售业,https://www.tianyancha.com/srecruit/179742283-5872
2278,神开股份,上海神开石油化工装备股份有限公司,专用设备制造业,https://www.tianyancha.com/company/3187149142
2279,久其软件,北京久其软件股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/21308117
2281,光迅科技,武汉光迅科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/1171244159
2282,博深股份,博深股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/12298870
2283,天润工业,天润工业技术股份有限公司,汽车制造业,https://www.tianyancha.com/sstaff/3283761673-bfcd
2284,亚太股份,浙江亚太机电股份有限公司,汽车制造业,https://www.tianyancha.com/stm/2732465-7db1
2285,世联行,深圳世联行集团股份有限公司,房地产业,https://www.tianyancha.com/company/14379779
2286,保龄宝,保龄宝生物股份有限公司,农副食品加工业,https://www.tianyancha.com/company/405697451
2287,奇正藏药,西藏奇正藏药股份有限公司,医药制造业,https://www.tianyancha.com/steam/10563501-5681/p3
2289,*ST宇顺,深圳市宇顺电子股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sstaff/3187080282-c6e6
2290,禾盛新材,苏州禾盛新型材料股份有限公司,电气机械和器材制造业,https://m.tianyancha.com/company/601181166
2291,遥望科技,佛山遥望科技股份有限公司,互联网和相关服务,https://www.tianyancha.com/company/23560715
2292,奥飞娱乐,奥飞娱乐股份有限公司,文教、工美、体育和娱乐用品制造业,https://www.tianyancha.com/company/3759208
2293,罗莱生活,罗莱生活科技股份有限公司,纺织业,https://www.tianyancha.com/company/3187049056
2294,信立泰,深圳信立泰药业股份有限公司,医药制造业,https://www.tianyancha.com/srongzi/580576498-3bac
2295,精艺股份,广东精艺金属股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/company-zscq/445291684
2296,辉煌科技,河南辉煌科技股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/steam/18446532-e3a1
2297,博云新材,湖南博云新材料股份有限公司,金属制品业,https://www.tianyancha.com/steam/375150866-b280
2298,中电鑫龙,安徽中电鑫龙科技股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/2321746739
2299,圣农发展,福建圣农发展股份有限公司,农副食品加工业,https://www.tianyancha.com/sstaff/3187007678-b3dc
2300,太阳电缆,福建南平太阳电缆股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/stm/261165343-0f1c/p5
2301,齐心集团,深圳齐心集团股份有限公司,文教、工美、体育和娱乐用品制造业,https://www.tianyancha.com/sequity/25240781-733b
2302,西部建设,中建西部建设股份有限公司,非金属矿物制品业,https://www.tianyancha.com/stm/221970006-089e
2303,美盈森,美盈森集团股份有限公司,造纸和纸制品业,https://www.tianyancha.com/srongzi/2349727089-2434
2304,洋河股份,江苏洋河酒厂股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/stm/212573585-1697/p465
2305,*ST南置,南国置业股份有限公司,房地产业,https://www.tianyancha.com/company/2357968782
2306,*ST云网,中科云网科技集团股份有限公司,餐饮业,https://www.tianyancha.com/company/24348658
2307,北新路桥,新疆北新路桥集团股份有限公司,土木工程建筑业,https://www.tianyancha.com/steam/353124099-e8b5
2309,ST中利,江苏中利集团股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/steam/2983920856-0a8e
2310,东方园林,北京东方园林环境股份有限公司,生态保护和环境治理业,https://www.tianyancha.com/company/3751797
2311,海大集团,广东海大集团股份有限公司,农副食品加工业,https://www.tianyancha.com/company/265257701
2312,川发龙蟒,四川发展龙蟒股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/2316628811
2313,日海智能,日海智能科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/srecruit/565596988-445a
2314,南山控股,深圳市新南山控股(集团)股份有限公司,房地产业,https://www.tianyancha.com/company/1402159730
2315,焦点科技,焦点科技股份有限公司,互联网和相关服务,https://www.tianyancha.com/stm/868611659-78c4
2316,ST亚联,吉林亚联发展科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/staxgrade/281730137-3ef7
2317,众生药业,广东众生药业股份有限公司,医药制造业,https://www.tianyancha.com/spatent/375018460-5756
2318,久立特材,浙江久立特材科技股份有限公司,金属制品业,https://www.tianyancha.com/steam/3187081565-5c0f
2319,乐通股份,珠海市乐通化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/stm/740720837-ceb0
2320,海峡股份,海南海峡航运股份有限公司,水上运输业,https://www.tianyancha.com/sfindNews/634138113-9143/p6
2321,华英农业,河南华英农业发展股份有限公司,畜牧业,https://www.tianyancha.com/company-ssxx/385451507
2322,理工能科,宁波理工环境能源科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/steam/11485492-4ffe
2323,雅博股份,山东雅博科技股份有限公司,建筑装饰、装修和其他建筑业,https://www.tianyancha.com/srecruit/867157605-2434
2324,普利特,上海普利特复合材料股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/sinvest/80628303-0ec1
2326,永太科技,浙江永太科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/104535110
2327,富安娜,深圳市富安娜家居用品股份有限公司,纺织业,https://www.tianyancha.com/company/2997489839
2328,新朋股份,上海新朋实业股份有限公司,汽车制造业,https://www.tianyancha.com/steam/478218839-e041
2329,皇氏集团,皇氏集团股份有限公司,食品制造业,https://www.tianyancha.com/ssecbasic/630793286-361a
2330,得利斯,山东得利斯食品股份有限公司,农副食品加工业,https://www.tianyancha.com/srecruit/9566920-6f6b
2331,皖通科技,安徽皖通科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/188158554
2332,仙琚制药,浙江仙琚制药股份有限公司,医药制造业,https://www.tianyancha.com/company/27199784
2333,罗普斯金,中亿丰罗普斯金材料科技股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/sholder/3186572876-da74
2334,英威腾,深圳市英威腾电气股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/steam/3186988544-2c90
2335,科华数据,科华数据股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/sfindNews/3302933439-4915/p14
2336,人乐退,人人乐连锁商业集团股份有限公司,零售业,https://www.tianyancha.com/sbranch/292309479-7973
2337,赛象科技,天津赛象科技股份有限公司,专用设备制造业,https://www.tianyancha.com/sbranch/192637014-90b9
2338,奥普光电,长春奥普光电技术股份有限公司,仪器仪表制造业,https://mnews.tianyancha.com/ll_pr8d42ms9j.html
2339,积成电子,积成电子股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/3283706705
2340,格林美,格林美股份有限公司,废弃资源综合利用业,https://www.tianyancha.com/company/467598452
2342,巨力索具,巨力索具股份有限公司,金属制品业,https://www.tianyancha.com/sabnormal/103497961-8b3b
2343,慈文传媒,慈文传媒股份有限公司,广播、电视、电影和录音制作业,https://www.tianyancha.com/steam/2348879751-73e9/p2
2344,海宁皮城,海宁中国皮革城股份有限公司,商务服务业,https://www.tianyancha.com/szhixing/2974969720-f63e
2345,潮宏基,广东潮宏基实业股份有限公司,文教、工美、体育和娱乐用品制造业,https://www.tianyancha.com/srecruit/24119521-677d
2346,柘中股份,上海柘中集团股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/3187239046
2347,泰尔股份,泰尔重工股份有限公司,通用设备制造业,https://www.tianyancha.com/stm/38964954-b21d
2348,高乐股份,广东高乐股份有限公司,文教、工美、体育和娱乐用品制造业,https://www.tianyancha.com/company/673065271
2349,精华制药,精华制药集团股份有限公司,医药制造业,https://www.tianyancha.com/company/2959492123
2350,北京科锐,北京科锐集团股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/sinvest/11518127-cf52
2351,漫步者,深圳市漫步者科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company-jyzk/742011
2352,顺丰控股,顺丰控股股份有限公司,邮政业,https://www.tianyancha.com/company/3009857850
2353,杰瑞股份,烟台杰瑞石油服务集团股份有限公司,专用设备制造业,https://www.tianyancha.com/steam/2944424013-1256
2354,天娱数科,天娱数字科技(大连)集团股份有限公司,互联网和相关服务,https://www.tianyancha.com/company/21362171
2355,兴民智通,兴民智通(集团)股份有限公司,汽车制造业,https://www.tianyancha.com/company/14926355
2356,赫美集团,深圳赫美集团股份有限公司,零售业,https://www.tianyancha.com/stm/19040427-d8a4
2357,富临运业,四川富临运业集团股份有限公司,道路运输业,https://www.tianyancha.com/sholder/2431575112-f369
2358,森源电气,河南森源电气股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/107128758
2360,同德化工,山西同德化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/steam/326139649-3a39
2361,神剑股份,安徽神剑新材料股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/swechat/80569092-a81c
2362,汉王科技,汉王科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/11741687
2363,隆基机械,山东隆基机械股份有限公司,汽车制造业,https://www.tianyancha.com/sabnormal/2944447442-f725
2364,中恒电气,杭州中恒电气股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/sfindNews/12367271-af17/p32
2365,永安药业,潜江永安药业股份有限公司,医药制造业,https://www.tianyancha.com/company/1171257795
2366,融发核电,融发核电设备股份有限公司,专用设备制造业,https://www.tianyancha.com/steam/321739896-4c07
2367,康力电梯,康力电梯股份有限公司,通用设备制造业,https://www.tianyancha.com/company/3187097128
2368,太极股份,太极计算机股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/8501054
2369,卓翼科技,深圳市卓翼科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/3187080392-3cba
2370,亚太药业,浙江亚太药业股份有限公司,医药制造业,https://www.tianyancha.com/company/62354920
2371,北方华创,北方华创科技集团股份有限公司,专用设备制造业,https://www.tianyancha.com/spatent/1074184-dfed
2372,伟星新材,浙江伟星新型建材股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/company/3002469382
2373,千方科技,北京千方科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/24552593
2374,中锐股份,山东中锐产业发展股份有限公司,金属制品业,https://www.tianyancha.com/company/2313768640
2375,亚厦股份,浙江亚厦装饰股份有限公司,建筑装饰、装修和其他建筑业,https://www.tianyancha.com/company/23510058
2376,新北洋,山东新北洋信息技术股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/spatent/643423699-b300/p175
2377,国创高新,湖北国创高新材料股份有限公司,石油、煤炭及其他燃料加工业,https://www.tianyancha.com/stentradable/487721198-2762
2378,章源钨业,崇义章源钨业股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/company/289022073
2379,宏创控股,山东宏创铝业控股股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/company/3104698138
2380,科远智慧,南京科远智慧科技集团股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/srecruit/488838156-cd0f
2381,双箭股份,浙江双箭橡胶股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/company/79429269
2382,蓝帆医疗,蓝帆医疗股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/sinvest/3283702637-6e5f
2383,合众思壮,北京合众思壮科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sinvest/8039797-41c2
2384,东山精密,苏州东山精密制造股份有限公司,计算机、通信和其他电子设备制造业,https://m.tianyancha.com/company/3187189360
2385,大北农,北京大北农科技集团股份有限公司,农副食品加工业,https://www.tianyancha.com/swechat/5974439-c806
2386,天原股份,宜宾天原集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/staxgrade/185960942-82cd
2387,维信诺,维信诺科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/3200652113
2388,ST新亚,新亚制程(浙江)股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/2439674208
2389,航天彩虹,航天彩虹无人机股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/company/12618365
2390,信邦制药,贵州信邦制药股份有限公司,批发业,https://www.tianyancha.com/stm/378144615-7405
2391,长青股份,江苏长青农化股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company-jyzk/510403770
2392,北京利尔,北京利尔高温材料股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/8039760
2393,力生制药,天津力生制药股份有限公司,医药制造业,https://www.tianyancha.com/spatent/176160193-cd6b
2394,联发股份,江苏联发纺织股份有限公司,纺织业,https://www.tianyancha.com/company/795983158
2395,双象股份,无锡双象超纤材料股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/slawsuit/3053136917-3fe9
2396,星网锐捷,福建星网锐捷通讯股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/spatent/259067622-7cb0/p21
2397,梦洁股份,湖南梦洁家纺股份有限公司,纺织业,https://www.tianyancha.com/steam/24935168-d471
2398,垒知集团,垒知控股集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/staxgrade/257070503-12eb
2399,海普瑞,深圳市海普瑞药业集团股份有限公司,医药制造业,https://www.tianyancha.com/steam/3187194337-a35c
2400,省广集团,广东省广告集团股份有限公司,商务服务业,https://www.tianyancha.com/steam/2352760661-54ed
2401,中远海科,中远海运科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/666647637
2402,和而泰,深圳和而泰智能控制股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/stm/866305571-f11d/p7
2403,爱仕达,爱仕达股份有限公司,金属制品业,https://www.tianyancha.com/slawsuit/64655334-766e
2404,嘉欣丝绸,浙江嘉欣丝绸股份有限公司,纺织服装、服饰业,https://www.tianyancha.com/company/41298148
2405,四维图新,北京四维图新科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/5591349
2406,远东传动,许昌远东传动轴股份有限公司,汽车制造业,https://www.tianyancha.com/company/5107401
2407,多氟多,多氟多新材料股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/sequity/29954548-e5da
2408,齐翔腾达,淄博齐翔腾达化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/sstaff/3283691951-8767
2409,雅克科技,江苏雅克科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/srecruit/3186744613-bf0f
2410,广联达,广联达科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/srongzi/2357759277-90f4
2412,汉森制药,湖南汉森制药股份有限公司,医药制造业,https://www.tianyancha.com/company/3187191324
2413,雷科防务,北京雷科防务科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company-ssxx/2345035067
2414,高德红外,武汉高德红外股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/12560999/
2415,海康威视,杭州海康威视数字技术股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/5971532
2416,爱施德,深圳市爱施德股份有限公司,批发业,https://www.tianyancha.com/shcompany/17432788-93c3/p2
2418,康盛股份,浙江康盛股份有限公司,通用设备制造业,https://www.tianyancha.com/steam/61066955-0850
2419,天虹股份,天虹数科商业股份有限公司,零售业,https://www.tianyancha.com/company/413783349
2420,毅昌科技,广州毅昌科技股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/sstaff/171882871-b0b8
2421,达实智能,深圳达实智能股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/29870057
2422,科伦药业,四川科伦药业股份有限公司,医药制造业,https://www.tianyancha.com/company/74456458
2423,中粮资本,中粮资本控股股份有限公司,保险业,https://www.tianyancha.com/steam/24259486-1562
2424,贵州百灵,贵州百灵企业集团制药股份有限公司,医药制造业,https://www.tianyancha.com/sstaff/606900544-26bc
2425,ST凯文,凯撒(中国)文化股份有限公司,互联网和相关服务,https://www.tianyancha.com/stm/2405970153-1833/p8
2426,胜利精密,苏州胜利精密制造科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sbranch/2358934969-1819
2427,尤夫股份,浙江尤夫高新纤维股份有限公司,化学纤维制造业,https://www.tianyancha.com/stopten/3187081547-5784
2428,云南锗业,云南临沧鑫圆锗业股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/company-jyzk/15613202
2429,兆驰股份,深圳市兆驰股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/3186684997-d06e
2430,杭氧股份,杭氧集团股份有限公司,专用设备制造业,https://www.tianyancha.com/scontact/36989109-bf86
2431,棕榈股份,棕榈生态城镇发展股份有限公司,土木工程建筑业,https://www.tianyancha.com/company-jyzk/2351291839
2432,九安医疗,天津九安医疗电子股份有限公司,专用设备制造业,https://www.tianyancha.com/sstaff/3186895624-bfd0
2434,万里扬,浙江万里扬股份有限公司,汽车制造业,https://www.tianyancha.com/company/2348885550
2436,兴森科技,深圳市兴森快捷电路科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/scopyright/571673415-6b3c
2437,誉衡药业,哈尔滨誉衡药业股份有限公司,医药制造业,https://www.tianyancha.com/company/21400648
2438,江苏神通,江苏神通阀门股份有限公司,通用设备制造业,https://www.tianyancha.com/sstaff/2444317180-9aae
2439,启明星辰,启明星辰信息技术集团股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/stm/933572-313c
2440,闰土股份,浙江闰土股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/50610240
2441,众业达,众业达电气股份有限公司,批发业,https://mnews.tianyancha.com/ll_1ycjimeqoo.html
2442,龙星科技,龙星科技集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/255819086
2443,金洲管道,浙江金洲管道科技股份有限公司,金属制品业,https://www.tianyancha.com/company/74057255
2444,巨星科技,杭州巨星科技股份有限公司,金属制品业,https://www.tianyancha.com/company/54411172
2445,中南文化,中南红文化集团股份有限公司,金属制品业,https://www.tianyancha.com/stm/26437071-2024
2446,盛路通信,广东盛路通信科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/443713529
2448,中原内配,中原内配集团股份有限公司,汽车制造业,https://www.tianyancha.com/stm/216942216-4246
2449,国星光电,佛山市国星光电股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/28667694-7153
2451,摩恩电气,上海摩恩电气股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/3187476069
2452,长高电新,长高电新科技股份公司,电气机械和器材制造业,https://www.tianyancha.com/srongzi/222852443-b87d
2453,华软科技,金陵华软科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/srecruit/3187065191-1702
2454,松芝股份,上海加冷松芝汽车空调股份有限公司,汽车制造业,https://www.tianyancha.com/schange/3187154192-0b2d
2455,百川股份,江苏百川高科新材料股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/865806824
2456,欧菲光,欧菲光集团股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/183336132
2457,青龙管业,青龙管业集团股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/2343791200
2458,益生股份,山东益生种畜禽股份有限公司,畜牧业,https://www.tianyancha.com/sbranch/2965352019-a984
2459,晶澳科技,晶澳太阳能科技股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/staxgrade/24354134-c8f3
2460,赣锋锂业,江西赣锋锂业集团股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/company/310640763
2461,珠江啤酒,广州珠江啤酒股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/sinvest/308646818-971a
2462,嘉事堂,嘉事堂药业股份有限公司,批发业,https://www.tianyancha.com/company/6516309
2463,沪电股份,沪士电子股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/864558060
2465,海格通信,广州海格通信集团股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/scertificate/3186840072-91bd
2466,天齐锂业,天齐锂业股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/scanno/3283437144-99e8
2467,二六三,二六三网络通信股份有限公司,互联网和相关服务,https://www.tianyancha.com/company-jyzk/18064907
2468,申通快递,申通快递股份有限公司,邮政业,https://m.tianyancha.com/company/2986221027
2469,三维化学,山东三维化学集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/3283693927
2470,金正大,金正大生态工程集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/sbranch/2521009914-63ca
2471,中超控股,江苏中超控股股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/srcheck/87730766-c210
