股票代码,股票名称,股票公司,行业,天眼查链接
601965,中国汽研,中国汽车工程研究院股份有限公司,专业技术服务业,https://www.tianyancha.com/company/27061864
601966,玲珑轮胎,山东玲珑轮胎股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/srongzi/104600578-04be
601968,宝钢包装,上海宝钢包装股份有限公司,金属制品业,https://www.tianyancha.com/company/292283859
601969,海南矿业,海南矿业股份有限公司,黑色金属矿采选业,https://www.tianyancha.com/company/289530241
601975,招商南油,招商局南京油运股份有限公司,水上运输业,https://www.tianyancha.com/srecruit/3325281129-7ca8
601985,中国核电,中国核能电力股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/company/25941567
601988,中国银行,中国银行股份有限公司,货币金融服务,https://www.tianyancha.com/company/23803015
601989,中国重工,中国船舶重工股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/sfindNews/25941204-ced5/p4
601990,南京证券,南京证券股份有限公司,资本市场服务,https://www.tianyancha.com/company/2316764200
601991,大唐发电,大唐国际发电股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/sbranch/13670907-67be
601992,金隅集团,北京金隅集团股份有限公司,非金属矿物制品业,https://www.tianyancha.com/steam/3144538991-f33e
601995,中金公司,中国国际金融股份有限公司,资本市场服务,https://www.tianyancha.com/company/723143019
601996,丰林集团,广西丰林木业集团股份有限公司,木材加工和木、竹、藤、棕、草制品业,https://www.tianyancha.com/company/594909722
601997,贵阳银行,贵阳银行股份有限公司,货币金融服务,https://www.tianyancha.com/company/584568775
601998,中信银行,中信银行股份有限公司,货币金融服务,https://www.tianyancha.com/company/211059524
601999,出版传媒,北方联合出版传媒(集团)股份有限公司,新闻和出版业,https://m.tianyancha.com/company/407965709
603000,人民网,人民网股份有限公司,互联网和相关服务,"https://www.tianyancha.com/company/21020989&quot;,&quot;urlSign&quot;:&quot;16789928134366183169&quot;,&quot;order&quot;:2}"
603001,奥康国际,浙江奥康鞋业股份有限公司,皮革、毛皮、羽毛及其制品和制鞋业,https://www.tianyancha.com/stm/66557724-01d1/p34
603002,宏昌电子,宏昌电子材料股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/scertificate/658759701-1e49
603003,退市龙宇,上海龙宇数据股份有限公司,批发业,https://www.tianyancha.com/scanno/3187147496-d536
603004,鼎龙科技,浙江鼎龙科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/steam/1000461696-35ca
603005,晶方科技,苏州晶方半导体科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sholder/3187066806-c843
603006,联明股份,上海联明机械股份有限公司,汽车制造业,https://www.tianyancha.com/steam/3187148777-6f8c
603007,*ST花王,花王生态工程股份有限公司,土木工程建筑业,https://www.tianyancha.com/steam/2316339790-2bd0
603008,喜临门,喜临门家具股份有限公司,家具制造业,https://m.tianyancha.com/sbranch/942698357-0c00
603009,北特科技,上海北特科技股份有限公司,汽车制造业,https://www.tianyancha.com/company/323918386
603010,万盛股份,浙江万盛股份有限公司,化学原料和化学制品制造业,https://m.tianyancha.com/steam/79408729-35e9
603011,合锻智能,合肥合锻智能制造股份有限公司,通用设备制造业,https://www.tianyancha.com/company/2352401221
603012,创力集团,上海创力集团股份有限公司,专用设备制造业,https://www.tianyancha.com/company/2433988640
603013,亚普股份,亚普汽车部件股份有限公司,汽车制造业,https://www.tianyancha.com/company/3187138219
603014,威高血净,山东威高血液净化制品股份有限公司,专用设备制造业,https://www.tianyancha.com/company/142494244
603015,弘讯科技,宁波弘讯科技股份有限公司,仪器仪表制造业,https://www.tianyancha.com/company/3187219422
603016,新宏泰,无锡新宏泰电器科技股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/scorpbasic/2334691816-b968
603017,中衡设计,中衡设计集团股份有限公司,专业技术服务业,https://www.tianyancha.com/scertificate/2449032346-cfcf
603018,华设集团,华设设计集团股份有限公司,专业技术服务业,https://www.tianyancha.com/company/2358223158
603019,中科曙光,曙光信息产业股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/3051912636
603020,爱普股份,爱普香料集团股份有限公司,食品制造业,https://www.tianyancha.com/company/2366170091
603021,ST华鹏,山东华鹏玻璃股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/327126031
603022,新通联,上海新通联包装股份有限公司,木材加工和木、竹、藤、棕、草制品业,https://www.tianyancha.com/stm/252202455-e0ed
603023,威帝股份,哈尔滨威帝电子股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/srecruit/407997039-9428
603025,大豪科技,北京大豪科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/6495726813
603026,石大胜华,石大胜华新材料集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/410030851
603027,千禾味业,千禾味业食品股份有限公司,食品制造业,"https://www.tianyancha.com/stm/509207476-37e1&quot;,&quot;urlSign&quot;:&quot;14894323803278956322&quot;,&quot;order&quot;:2}"
603028,赛福天,江苏赛福天集团股份有限公司,金属制品业,https://mnews.tianyancha.com/ll_ahetxsftbd.html
603029,天鹅股份,山东天鹅棉业机械股份有限公司,专用设备制造业,https://www.tianyancha.com/srcheck/210115162-b911
603030,全筑股份,上海全筑控股集团股份有限公司,建筑装饰、装修和其他建筑业,https://www.tianyancha.com/company/401890376
603031,安孚科技,安徽安孚电池科技股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/sstaff/3185540462-4f4d
603032,德新科技,德力西新能源科技股份有限公司,专用设备制造业,https://www.tianyancha.com/steam/3015736556-8698
603033,三维股份,三维控股集团股份有限公司,橡胶和塑料制品业,"https://www.tianyancha.com/sholder/2395324568-47d8&quot;,&quot;urlSign&quot;:&quot;4359718011577734969&quot;,&quot;order&quot;:3}"
603035,常熟汽饰,江苏常熟汽饰集团股份有限公司,汽车制造业,https://www.tianyancha.com/company/2346722598
603036,如通股份,江苏如通石油机械股份有限公司,专用设备制造业,https://www.tianyancha.com/company/1104013711
603037,凯众股份,上海凯众材料科技股份有限公司,汽车制造业,"https://www.tianyancha.com/szhixing/1648517830-3820&quot;,&quot;urlSign&quot;:&quot;6884615056334483861&quot;,&quot;order&quot;:6}"
603038,华立股份,东莞市华立实业股份有限公司,其他制造业,https://www.tianyancha.com/company/290238472
603039,泛微网络,泛微网络科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/865247583
603040,新坐标,杭州新坐标科技股份有限公司,汽车制造业,https://m.tianyancha.com/tax/539174164
603041,美思德,江苏美思德化学股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/3185174987
603042,华脉科技,南京华脉科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/srecruit/2433303303-4835
603043,广州酒家,广州酒家集团股份有限公司,食品制造业,https://www.tianyancha.com/sstaff/3187097576-d3a7
603045,福达合金,福达合金材料股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/3187069955
603048,浙江黎明,浙江黎明智造股份有限公司,汽车制造业,https://www.tianyancha.com/steam/66821651-7f4a
603049,中策橡胶,中策橡胶集团股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/sstaff/79354348-d90c
603050,科林电气,石家庄科林电气股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/197257106
603051,鹿山新材,广州鹿山新材料股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/company/3185634406
603052,可川科技,苏州可川电子科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/steam/2312526863-d2bd
603053,成都燃气,成都燃气集团股份有限公司,燃气生产和供应业,https://www.tianyancha.com/sjingpin/298530546-8abb
603055,台华新材,浙江台华新材料集团股份有限公司,纺织业,https://www.tianyancha.com/company/49824275
603056,德邦股份,德邦物流股份有限公司,邮政业,https://www.tianyancha.com/company/19226271
603057,紫燕食品,上海紫燕食品股份有限公司,农副食品加工业,https://www.tianyancha.com/steam/3414314030-0298
603058,永吉股份,贵州永吉印务股份有限公司,印刷和记录媒介复制业,https://www.tianyancha.com/srecruit/375765204-d4b4
603059,倍加洁,倍加洁集团股份有限公司,其他制造业,https://www.tianyancha.com/company/2316380285
603060,国检集团,中国国检测试控股集团股份有限公司,专业技术服务业,"https://www.tianyancha.com/sstaff/2316286563-59f0&quot;,&quot;urlSign&quot;:&quot;8863313660323393108&quot;,&quot;order&quot;:2}"
603061,金海通,天津金海通半导体设备股份有限公司,专用设备制造业,https://www.tianyancha.com/company/225958786
603062,麦加芯彩,麦加芯彩新材料科技(上海)股份有限公司,化学原料和化学制品制造业,"https://www.tianyancha.com/schange/5839820385-0123&quot;,&quot;urlSign&quot;:&quot;37693173860514407&quot;,&quot;order&quot;:2}"
603063,禾望电气,深圳市禾望电气股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/steam/3185166519-38a0
603065,宿迁联盛,宿迁联盛科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/2321279973
603066,音飞储存,南京音飞储存设备(集团)股份有限公司,装卸搬运和仓储业,https://www.tianyancha.com/company/2944324632
603067,振华股份,湖北振华化学股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/sabnormal/2327152139-763b
603068,博通集成,博通集成电路(上海)股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/staxgrade/3185812710-46b6
603069,海汽集团,海南海汽运输集团股份有限公司,道路运输业,https://www.tianyancha.com/steam/214249319-4893
603070,万控智造,万控智造股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/sbranch/2944736525-2c32
603071,物产环能,浙江物产环保能源股份有限公司,批发业,https://www.tianyancha.com/company/26606089
603072,天和磁材,包头天和磁材科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/3296933459
603073,彩蝶实业,浙江彩蝶实业股份有限公司,纺织业,https://www.tianyancha.com/company/3339932477
603075,热威股份,杭州热威电热科技股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/64826841
603076,乐惠国际,宁波乐惠国际工程装备股份有限公司,专用设备制造业,https://m.tianyancha.com/nianbao/2339865556
603077,和邦生物,四川和邦生物科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/145469340
603078,江化微,江阴江化微电子材料股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/2329836516
603079,圣达生物,浙江圣达生物药业股份有限公司,食品制造业,https://www.tianyancha.com/stm/80044718-1e87
603080,新疆火炬,新疆火炬燃气股份有限公司,燃气生产和供应业,https://www.tianyancha.com/steam/211201617-81de
603081,大丰实业,浙江大丰实业股份有限公司,专用设备制造业,https://www.tianyancha.com/company/768272813
603082,北自科技,北自所(北京)科技发展股份有限公司,通用设备制造业,https://www.tianyancha.com/steam/2234944-7436
603083,剑桥科技,上海剑桥科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/3185890484
603085,天成自控,浙江天成自控股份有限公司,汽车制造业,https://www.tianyancha.com/company/71860353
603086,先达股份,山东先达农化股份有限公司,化学原料和化学制品制造业,https://m.tianyancha.com/company/3103943055
603087,甘李药业,甘李药业股份有限公司,医药制造业,https://www.tianyancha.com/company/24553729
603088,宁波精达,宁波精达成形装备股份有限公司,通用设备制造业,https://www.tianyancha.com/company/60461175
603089,正裕工业,浙江正裕工业股份有限公司,汽车制造业,https://www.tianyancha.com/srecruit/2976375810-6ab7
603090,宏盛股份,无锡宏盛换热器制造股份有限公司,通用设备制造业,https://www.tianyancha.com/company/3427497442
603091,众鑫股份,浙江众鑫环保科技集团股份有限公司,造纸和纸制品业,https://www.tianyancha.com/stm/2348752461-3a01
603093,南华期货,南华期货股份有限公司,资本市场服务,https://www.tianyancha.com/company/221346901
603095,越剑智能,浙江越剑智能装备股份有限公司,专用设备制造业,https://www.tianyancha.com/steam/59792650-b0bf
603096,新经典,新经典文化股份有限公司,新闻和出版业,https://m.tianyancha.com/scertificate/9542552-452f
603097,江苏华辰,江苏华辰变压器股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/2358463196
603098,森特股份,森特士兴集团股份有限公司,建筑装饰、装修和其他建筑业,https://www.tianyancha.com/company/8356994
603099,长白山,长白山旅游股份有限公司,公共设施管理业,https://www.tianyancha.com/srongzi/787209137-4dbe
603100,川仪股份,重庆川仪自动化股份有限公司,仪器仪表制造业,https://mnews.tianyancha.com/ll_vh1z4rrcm3.html
603101,汇嘉时代,新疆汇嘉时代百货股份有限公司,零售业,https://m.tianyancha.com/company/2996103968
603102,百合股份,威海百合生物技术股份有限公司,食品制造业,https://www.tianyancha.com/sstaff/662215995-c2a2
603103,横店影视,横店影视股份有限公司,广播、电视、电影和录音制作业,https://www.tianyancha.com/company/756288886
603105,芯能科技,浙江芯能光伏科技股份有限公司,电力、热力生产和供应业,https://www.tianyancha.com/company/43006248
603106,恒银科技,恒银金融科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sicp/144043745-1d45
603107,上海汽配,上海汽车空调配件股份有限公司,汽车制造业,https://www.tianyancha.com/company/3092360497
603108,润达医疗,上海润达医疗科技股份有限公司,批发业,https://www.tianyancha.com/swechat/3186989966-d262
603109,神驰机电,神驰机电股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/srecruit/153727962-0d73
603110,东方材料,新东方新材料股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/613671083
603111,康尼机电,南京康尼机电股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,"https://www.tianyancha.com/sstaff/155106353-de7e&quot;,&quot;urlSign&quot;:&quot;1561544535407985111&quot;,&quot;order&quot;:2}"
603112,华翔股份,山西华翔集团股份有限公司,金属制品业,https://www.tianyancha.com/sstaff/1121264375-5361
603113,金能科技,金能科技股份有限公司,化学原料和化学制品制造业,https://m.tianyancha.com/company/507088794
603115,海星股份,南通海星电子股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/1031583370
603116,红蜻蜓,浙江红蜻蜓鞋业股份有限公司,皮革、毛皮、羽毛及其制品和制鞋业,https://www.tianyancha.com/company/372092599
603117,万林物流,江苏万林现代物流股份有限公司,水上运输业,https://www.tianyancha.com/sstaff/3186524924-7b38
603118,共进股份,深圳市共进电子股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/2994955143
603119,浙江荣泰,浙江荣泰电工器材股份有限公司,非金属矿物制品业,https://m.tianyancha.com/company/80186224
603120,肯特催化,肯特催化材料股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/sstaff/706617422-f8c8
603121,华培动力,上海华培数能科技(集团)股份有限公司,汽车制造业,https://www.tianyancha.com/stm/2989486028-9ee3
603122,合富中国,合富(中国)医疗科技股份有限公司,批发业,https://www.tianyancha.com/company/2316080135
603123,翠微股份,北京翠微大厦股份有限公司,零售业,https://www.tianyancha.com/sjingpin/3004671-c2fa
603124,江南新材,江西江南新材料科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/stm/794819579-a041
603125,常青科技,江苏常青树新材料科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/2327579771
603126,中材节能,中材节能股份有限公司,专业技术服务业,https://www.tianyancha.com/sholder/3187142205-ccb8
603127,昭衍新药,北京昭衍新药研究中心股份有限公司,研究和试验发展,https://www.tianyancha.com/sstaff/36466616-d0a7
603128,华贸物流,港中旅华贸国际物流股份有限公司,多式联运和运输代理业,https://www.tianyancha.com/sinvest/3186625160-e162
603129,春风动力,浙江春风动力股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/company/3187345951
603130,云中马,浙江云中马股份有限公司,纺织业,https://m.tianyancha.com/company/3029470351
603131,上海沪工,上海沪工焊接集团股份有限公司,通用设备制造业,https://www.tianyancha.com/company/199065888
603132,金徽股份,金徽矿业股份有限公司,有色金属矿采选业,https://m.tianyancha.com/company/246910117
603135,中重科技,中重科技(天津)股份有限公司,专用设备制造业,https://www.tianyancha.com/spatent/339223576-ac3c
603136,天目湖,江苏天目湖旅游股份有限公司,公共设施管理业,https://www.tianyancha.com/company/2316388192
603137,恒尚节能,江苏恒尚节能科技股份有限公司,建筑装饰、装修和其他建筑业,https://www.tianyancha.com/company/2349196255
603138,海量数据,北京海量数据技术股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/scopyright/8739212-d09a
603139,康惠制药,陕西康惠制药股份有限公司,医药制造业,https://www.tianyancha.com/company/2309648617
603150,万朗磁塑,安徽万朗磁塑股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/staxgrade/244675535-020a
603151,邦基科技,山东邦基科技股份有限公司,农副食品加工业,https://www.tianyancha.com/scpunishment/155635180-810f
603153,上海建科,上海建科咨询集团股份有限公司,专业技术服务业,https://www.tianyancha.com/company/542153752
603155,新亚强,新亚强硅化学股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/brand/b5a63690970
603156,养元饮品,河北养元智汇饮品股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/steam/3186961619-425c
603158,腾龙股份,常州腾龙汽车零部件股份有限公司,汽车制造业,https://m.tianyancha.com/company/3185770919
603159,上海亚虹,上海亚虹模具股份有限公司,橡胶和塑料制品业,"https://www.tianyancha.com/scourt/1070855942-c005&quot;,&quot;urlSign&quot;:&quot;6217294438779718601&quot;,&quot;order&quot;:3}"
603160,汇顶科技,深圳市汇顶科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/scontact/640700057-6534
603161,科华控股,科华控股股份有限公司,汽车制造业,https://www.tianyancha.com/company/2350388813
603162,海通发展,福建海通发展股份有限公司,水上运输业,https://www.tianyancha.com/sstaff/2343864253-0bfe
603163,圣晖集成,圣晖系统集成集团股份有限公司,建筑安装业,https://www.tianyancha.com/sicp/2324442882-12da
603165,荣晟环保,浙江荣晟环保纸业股份有限公司,造纸和纸制品业,https://www.tianyancha.com/stm/77041910-eb8a
603166,福达股份,桂林福达股份有限公司,汽车制造业,https://www.tianyancha.com/sbid/470716612-4727
603167,渤海轮渡,渤海轮渡集团股份有限公司,水上运输业,https://www.tianyancha.com/company/3088768633
603168,莎普爱思,浙江莎普爱思药业股份有限公司,医药制造业,https://www.tianyancha.com/company/42973778
603169,兰石重装,兰州兰石重型装备股份有限公司,专用设备制造业,https://www.tianyancha.com/company/3186985495
603170,宝立食品,上海宝立食品科技股份有限公司,食品制造业,https://www.tianyancha.com/company/3073974147
603171,税友股份,税友软件集团股份有限公司,互联网和相关服务,https://www.tianyancha.com/company/175849742
603172,万丰股份,浙江万丰化工股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/80080442
603173,福斯达,杭州福斯达深冷装备股份有限公司,通用设备制造业,https://www.tianyancha.com/srecruit/56601523-4c59
603176,汇通集团,汇通建设集团股份有限公司,土木工程建筑业,https://www.tianyancha.com/stm/253007198-06a9
603177,德创环保,浙江德创环保科技股份有限公司,生态保护和环境治理业,https://www.tianyancha.com/steam/80021959-11aa
603178,圣龙股份,宁波圣龙汽车动力系统股份有限公司,汽车制造业,https://www.tianyancha.com/sstaff/45877854-ed0e
603179,新泉股份,江苏新泉汽车饰件股份有限公司,汽车制造业,https://www.tianyancha.com/company/17968451
603180,金牌家居,金牌厨柜家居科技股份有限公司,家具制造业,https://www.tianyancha.com/stm/428062034-f826
603181,皇马科技,浙江皇马科技股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/schange/54373490-2be2
603182,嘉华股份,山东嘉华生物科技股份有限公司,农副食品加工业,https://www.tianyancha.com/sinvest/1595492471-f0b5
603183,建研院,苏州市建筑科学研究院集团股份有限公司,专业技术服务业,https://www.tianyancha.com/steam/2959941901-11c0
603185,弘元绿能,弘元绿色能源股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/srecruit/3187512201-9d7a
603186,华正新材,浙江华正新材料股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/79555035
603187,海容冷链,青岛海容商用冷链股份有限公司,通用设备制造业,https://www.tianyancha.com/srecruit/484161875-dad2
603188,亚邦股份,江苏亚邦染料股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/brand/b1ee8150267
603189,网达软件,上海网达软件股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/501696654
603190,亚通精工,烟台亚通精工机械股份有限公司,汽车制造业,https://m.tianyancha.com/sstaff/605963201-7f67
603191,望变电气,重庆望变电气(集团)股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/sbranch/175667000-d352
603192,汇得科技,上海汇得科技股份有限公司,化学原料和化学制品制造业,https://m.tianyancha.com/spunishment/2351508316-242a
603193,润本股份,润本生物技术股份有限公司,化学原料和化学制品制造业,"https://www.tianyancha.com/sholder/3089881010-85e6&quot;,&quot;urlSign&quot;:&quot;2195322009836929974&quot;,&quot;order&quot;:2}"
603194,中力股份,浙江中力机械股份有限公司,通用设备制造业,https://www.tianyancha.com/company/1242038317
603195,公牛集团,公牛集团股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/3186871827
603196,日播时尚,日播时尚集团股份有限公司,纺织服装、服饰业,https://www.tianyancha.com/company/3185223850
603197,保隆科技,上海保隆汽车科技股份有限公司,汽车制造业,https://www.tianyancha.com/stm/393946934-6b07
603198,迎驾贡酒,安徽迎驾贡酒股份有限公司,酒、饮料和精制茶制造业,https://www.tianyancha.com/sbid/2979893991-a54b
603199,九华旅游,安徽九华山旅游发展股份有限公司,公共设施管理业,https://www.tianyancha.com/company/412137513
603200,上海洗霸,上海洗霸科技股份有限公司,生态保护和环境治理业,https://www.tianyancha.com/shcompany/102624073-5efb
603201,常润股份,常熟通润汽车零部件股份有限公司,通用设备制造业,https://www.tianyancha.com/sholder/2336051722-4442
603202,天有为,黑龙江天有为电子股份有限公司,汽车制造业,https://m.tianyancha.com/company/345848389
603203,快克智能,快克智能装备股份有限公司,专用设备制造业,https://www.tianyancha.com/srecruit/2345031108-6da7
603205,健尔康,健尔康医疗科技股份有限公司,专用设备制造业,https://www.tianyancha.com/sabnormal/2332971059-4c66
603206,嘉环科技,嘉环科技股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/company/3444893629
603207,小方制药,上海小方制药股份有限公司,医药制造业,https://www.tianyancha.com/company/798361742
603208,江山欧派,江山欧派门业股份有限公司,木材加工和木、竹、藤、棕、草制品业,https://www.tianyancha.com/schange/3186940794-3aa1
603209,兴通股份,兴通海运股份有限公司,水上运输业,https://m.tianyancha.com/spunishment/3283328391-348a
603210,泰鸿万立,浙江泰鸿万立科技股份有限公司,汽车制造业,https://m.tianyancha.com/company/79855136
603211,晋拓股份,晋拓科技股份有限公司,汽车制造业,https://www.tianyancha.com/sstaff/812909772-8fd3
603212,赛伍技术,苏州赛伍应用技术股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/company/3053185430
603213,镇洋发展,浙江镇洋发展股份有限公司,化学原料和化学制品制造业,https://m.tianyancha.com/company/3389092595
603214,爱婴室,上海爱婴室商务服务股份有限公司,零售业,https://www.tianyancha.com/steam/3187150942-9bdd
603215,比依股份,浙江比依电器股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/company/3449589317
603216,梦天家居,梦天家居集团股份有限公司,木材加工和木、竹、藤、棕、草制品业,https://www.tianyancha.com/company/79453696
603217,元利科技,元利化学集团股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/704042745
603218,日月股份,日月重工股份有限公司,通用设备制造业,https://www.tianyancha.com/steam/1233639715-9b76
603219,富佳股份,宁波富佳实业股份有限公司,电气机械和器材制造业,https://www.tianyancha.com/scertificate/3285516155-00ff
603220,中贝通信,中贝通信集团股份有限公司,软件和信息技术服务业,"https://www.tianyancha.com/company/669406459&quot;,&quot;urlSign&quot;:&quot;5636463136546788084&quot;,&quot;order&quot;:3}"
603221,爱丽家居,爱丽家居科技股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/steam/2326616986-3c17
603222,济民健康,济民健康管理股份有限公司,专用设备制造业,https://www.tianyancha.com/company/3223482442
603223,恒通股份,恒通物流股份有限公司,燃气生产和供应业,https://m.tianyancha.com/sholder/5265585550-78c2
603225,新凤鸣,新凤鸣集团股份有限公司,化学纤维制造业,https://www.tianyancha.com/company/4469987061
603226,菲林格尔,菲林格尔家居科技股份有限公司,木材加工和木、竹、藤、棕、草制品业,"https://www.tianyancha.com/sstaff/1563683996-b067&quot;,&quot;urlSign&quot;:&quot;17659159490916847022&quot;,&quot;order&quot;:2}"
603227,雪峰科技,新疆雪峰科技(集团)股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/184511520
603228,景旺电子,深圳市景旺电子股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sbranch/3187080207-d808
603229,奥翔药业,浙江奥翔药业股份有限公司,医药制造业,https://www.tianyancha.com/sabnormal/65046801-0b42
603230,内蒙新华,内蒙古新华发行集团股份有限公司,新闻和出版业,https://www.tianyancha.com/schange/2344919261-1eca
603231,索宝蛋白,宁波索宝蛋白科技股份有限公司,农副食品加工业,https://www.tianyancha.com/srecruit/2351597721-d232
603232,格尔软件,格尔软件股份有限公司,软件和信息技术服务业,https://www.tianyancha.com/sinvest/25189553-9f5c
603233,大参林,大参林医药集团股份有限公司,零售业,https://www.tianyancha.com/swechat/2327968779-d28e
603235,天新药业,江西天新药业股份有限公司,食品制造业,https://www.tianyancha.com/company/314419297
603236,移远通信,上海移远通信技术股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/sstaff/378396720-1900
603237,五芳斋,浙江五芳斋实业股份有限公司,食品制造业,https://www.tianyancha.com/swechat/71399896-e931
603238,诺邦股份,杭州诺邦无纺股份有限公司,纺织业,https://www.tianyancha.com/company/75501731
603239,浙江仙通,浙江仙通橡塑股份有限公司,汽车制造业,https://www.tianyancha.com/srecruit/479218640-48cb
603255,鼎际得,辽宁鼎际得石化股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/3186135691
603256,宏和科技,宏和电子材料科技股份有限公司,非金属矿物制品业,https://www.tianyancha.com/srongzi/2370073995-eca7
603257,中国瑞林,中国瑞林工程技术股份有限公司,专业技术服务业,"https://www.tianyancha.com/swechat/26836032-cfd8&quot;,&quot;urlSign&quot;:&quot;18114319571103947434&quot;,&quot;order&quot;:2}"
603258,电魂网络,杭州电魂网络科技股份有限公司,互联网和相关服务,https://www.tianyancha.com/company/64505474
603259,药明康德,无锡药明康德新药开发股份有限公司,研究和试验发展,https://www.tianyancha.com/company/703442312
603260,合盛硅业,合盛硅业股份有限公司,化学原料和化学制品制造业,https://www.tianyancha.com/company/63499762
603261,*ST立航,成都立航科技股份有限公司,铁路、船舶、航空航天和其他运输设备制造业,https://www.tianyancha.com/company/587309031
603266,天龙股份,宁波天龙电子股份有限公司,橡胶和塑料制品业,https://www.tianyancha.com/company/27914356
603267,鸿远电子,北京元六鸿远电子科技股份有限公司,计算机、通信和其他电子设备制造业,https://www.tianyancha.com/company/2354188782
603268,*ST松发,广东松发陶瓷股份有限公司,非金属矿物制品业,https://www.tianyancha.com/company/864887466
603269,海鸥股份,江苏海鸥冷却塔股份有限公司,通用设备制造业,https://www.tianyancha.com/company/11732200
603270,金帝股份,山东金帝精密机械科技股份有限公司,通用设备制造业,https://m.tianyancha.com/staxgrade/2944198403-ac6d
603271,永杰新材,永杰新材料股份有限公司,有色金属冶炼和压延加工业,https://www.tianyancha.com/company/697639211
603272,联翔股份,浙江联翔智能家居股份有限公司,文教、工美、体育和娱乐用品制造业,https://www.tianyancha.com/company/2998321946
603273,天元智能,江苏天元智能装备股份有限公司,专用设备制造业,https://m.tianyancha.com/sholder/2340910232-f550
603275,众辰科技,上海众辰电子科技股份有限公司,仪器仪表制造业,https://www.tianyancha.com/sholder/241626082-7828
